Date/Time,[1] Dew Point Temperature (C),[1] Diffuse Horizontal Radiation (Wh/m2),[1] Direct Normal Radiation (Wh/m2),[1] Dry Bulb Temperature (C),[1] Relative Humidity (),[1] Total Sky Cover (tenths),[1] Wind Direction ,[1] Wind Speed (m/s),[1] Surface Outside Face Temperature ,Lats,Longs
Year 1 Jul 06 16:00,21.6,177,731,38.4,38,5,250,2.4,41.03502521,26.263863,73.008957
Year 1 Jul 06 17:00,20.8,161,650,38.6,36,5,250,2.5,38.49426132,26.263863,73.008957
Year 1 Jul 06 18:00,19.4,135,485,38.6,33,5,230,2.6,36.69946166,26.263863,73.008957
Year 1 Jul 06 19:00,13.5,80,213,38.3,23,5,230,2.3,35.18597325,26.263863,73.008957
Year 1 Jul 06 20:00,18.6,5,103,37.6,33,5,230,1.8,32.74082745,26.263863,73.008957
Year 1 Jul 06 21:00,18.3,0,0,36.8,34,5,270,1.3,31.94847067,26.263863,73.008957
Year 1 Jul 06 22:00,20.2,0,0,38.9,34,5,270,1,31.39637241,26.263863,73.008957
Year 1 Jul 06 23:00,16.5,0,0,34.7,34,5,270,1,30.81222354,26.263863,73.008957
Year 1 Jul 07 00:00,17,0,0,34.7,35,5,230,1,30.16585827,26.263863,73.008957
Year 1 Jul 07 01:00,16.1,0,0,33.7,35,5,230,1,29.36788471,26.263863,73.008957
Year 1 Jul 07 02:00,16.1,0,0,33.2,36,5,230,1,28.91685962,26.263863,73.008957
Year 1 Jul 07 03:00,16.3,0,0,32.9,37,5,230,1,28.51138675,26.263863,73.008957
Year 1 Jul 07 04:00,17.6,0,0,32.2,42,5,230,1.1,28.3937491,26.263863,73.008957
Year 1 Jul 07 05:00,20.7,0,0,31.4,53,5,230,1.3,28.65944108,26.263863,73.008957
Year 1 Jul 07 06:00,22,0,0,30.7,60,5,230,1.4,28.8121661,26.263863,73.008957
Year 1 Jul 07 07:00,22.3,40,57,30.4,62,5,230,1.5,28.65962802,26.263863,73.008957
Year 1 Jul 07 08:00,22.7,125,303,30.5,63,5,230,1.5,29.80085242,26.263863,73.008957
Year 1 Jul 07 09:00,23.4,170,514,31.3,63,5,230,1.5,31.2970105,26.263863,73.008957
Year 1 Jul 07 10:00,24.3,220,559,32.2,63,6,230,1.7,33.05890713,26.263863,73.008957
Year 1 Jul 07 11:00,24.6,291,502,32.8,62,7,230,2,34.58715874,26.263863,73.008957
Year 1 Jul 07 12:00,25.4,286,584,34.3,60,7,230,2.4,35.93342969,26.263863,73.008957
Year 1 Jul 07 13:00,23.3,350,479,36,48,8,230,2.6,37.19020298,26.263863,73.008957
Year 1 Jul 07 14:00,23.6,335,496,37.2,46,8,230,2.5,41.32335908,26.263863,73.008957
Year 1 Jul 07 15:00,21.1,338,429,37.9,38,8,230,2.4,40.27471179,26.263863,73.008957
Year 1 Jul 07 16:00,20.3,307,376,38.5,35,8,230,2.3,37.68245358,26.263863,73.008957
Year 1 Jul 07 17:00,18.3,253,302,38.5,31,8,230,2.2,32.53800926,26.263863,73.008957
Year 1 Jul 07 18:00,17.4,175,194,38.6,29,8,230,2.1,31.60973526,26.263863,73.008957
Year 1 Jul 07 19:00,16.8,69,41,37.9,29,8,230,2,30.77056528,26.263863,73.008957
Year 1 Jul 07 20:00,16.7,4,20,37.8,29,7,230,1.8,29.11747734,26.263863,73.008957
Year 1 Jul 07 21:00,15.7,0,0,36,30,6,230,1.6,28.56364854,26.263863,73.008957
Year 1 Jul 07 22:00,15.7,0,0,35.4,31,6,230,1.4,28.4686627,26.263863,73.008957
Year 1 Jul 07 23:00,16.1,0,0,34.8,33,7,230,1.3,28.18829927,26.263863,73.008957
Year 1 Jul 08 00:00,17.1,0,0,33.8,37,7,230,1.1,28.31983286,26.263863,73.008957
Year 1 Jul 08 01:00,14.7,0,0,33.7,32,7,230,1.2,27.99360294,26.263863,73.008957
Year 1 Jul 08 02:00,14.4,0,0,33.4,32,6,230,1.6,28.263727,26.263863,73.008957
Year 1 Jul 08 03:00,13.8,0,0,32.7,32,5,230,1.9,28.20343967,26.263863,73.008957
Year 1 Jul 08 04:00,14,0,0,32.3,33,5,230,2,28.26682058,26.263863,73.008957
Year 1 Jul 08 05:00,16.2,0,0,31.4,40,5,230,1.8,27.48544444,26.263863,73.008957
Year 1 Jul 08 06:00,19.1,0,0,30.7,50,5,270,1.6,27.0917544,26.263863,73.008957
Year 1 Jul 08 07:00,19.8,40,61,30.5,53,5,270,1.5,27.44326673,26.263863,73.008957
Year 1 Jul 08 08:00,19.8,123,321,30.5,53,5,270,1.5,28.74085775,26.263863,73.008957
Year 1 Jul 08 09:00,21.7,164,540,31.5,56,5,230,1.5,30.37179167,26.263863,73.008957
Year 1 Jul 08 10:00,22.3,173,696,32.5,55,5,230,1.6,32.11183357,26.263863,73.008957
Year 1 Jul 08 11:00,23.2,162,811,33.8,54,5,230,1.8,33.40847298,26.263863,73.008957
Year 1 Jul 08 12:00,23.1,141,895,35.4,49,5,230,2,34.35193069,26.263863,73.008957
Year 1 Jul 08 13:00,23.5,151,886,36.7,47,5,230,2.1,35.59688756,26.263863,73.008957
Year 1 Jul 08 14:00,24.2,160,863,37.8,46,5,230,2.3,39.15201879,26.263863,73.008957
Year 1 Jul 08 15:00,21.5,185,779,38.3,38,5,230,2.5,42.54472696,26.263863,73.008957
Year 1 Jul 08 16:00,19.8,173,743,39,33,5,230,2.4,46.19551082,26.263863,73.008957
Year 1 Jul 08 17:00,19.5,169,620,38.7,33,5,230,2,45.01115153,26.263863,73.008957
Year 1 Jul 08 18:00,19.3,141,451,38.5,33,5,230,1.7,40.65553795,26.263863,73.008957
Year 1 Jul 08 19:00,18.9,81,166,38,33,5,230,1.6,39.42677745,26.263863,73.008957
Year 1 Jul 08 20:00,18,5,78,37,33,5,230,1.8,34.1953497,26.263863,73.008957
Year 1 Jul 08 21:00,18.2,0,0,36.1,35,5,230,2,32.75945794,26.263863,73.008957
Year 1 Jul 08 22:00,18.1,0,0,35.5,36,5,230,2,31.60052941,26.263863,73.008957
Year 1 Jul 08 23:00,18.4,0,0,34.8,38,5,230,1.8,30.81981052,26.263863,73.008957
Year 1 Jul 09 00:00,18.3,0,0,34.3,39,5,230,1.6,29.96326433,26.263863,73.008957
Year 1 Jul 09 01:00,18.3,0,0,33.8,40,5,230,1.3,29.28441519,26.263863,73.008957
Year 1 Jul 09 02:00,18.5,0,0,33.2,42,5,230,1,28.48072635,26.263863,73.008957
Year 1 Jul 09 03:00,18.3,0,0,32.5,43,5,230,0.7,27.79891528,26.263863,73.008957
Year 1 Jul 09 04:00,18.8,0,0,32.3,45,5,230,0.4,27.67698338,26.263863,73.008957
Year 1 Jul 09 05:00,19,0,0,32.1,46,5,230,0.3,27.50415688,26.263863,73.008957
Year 1 Jul 09 06:00,19.5,0,0,31.5,49,5,230,0.1,27.24942263,26.263863,73.008957
Year 1 Jul 09 07:00,21.1,37,41,31.5,54,6,230,0.3,27.58419169,26.263863,73.008957
Year 1 Jul 09 08:00,20.7,132,207,30.5,56,6,230,0.8,28.58683696,26.263863,73.008957
Year 1 Jul 09 09:00,21.4,191,423,31.9,54,6,270,1.3,30.00163863,26.263863,73.008957
Year 1 Jul 09 10:00,22.3,214,576,33.2,53,6,270,1.5,31.33752726,26.263863,73.008957
Year 1 Jul 09 11:00,23.3,244,615,34.6,52,7,270,1.5,32.71603848,26.263863,73.008957
Year 1 Jul 09 12:00,23.7,247,665,36.1,49,7,230,1.5,34.15358104,26.263863,73.008957
Year 1 Jul 09 13:00,24.3,291,598,36.8,49,7,230,1.5,36.42908127,26.263863,73.008957
Year 1 Jul 09 14:00,25.3,294,582,38.2,48,7,230,1.5,40.64005251,26.263863,73.008957
Year 1 Jul 09 15:00,23.2,260,610,38.4,42,6,230,1.5,45.83763703,26.263863,73.008957
Year 1 Jul 09 16:00,23.8,186,708,39.1,42,5,230,1.5,48.77487244,26.263863,73.008957
Year 1 Jul 09 17:00,22.4,153,678,38.9,39,4,230,1.5,48.68358497,26.263863,73.008957
Year 1 Jul 09 18:00,18.9,108,629,39.1,31,3,230,1.5,44.89232306,26.263863,73.008957
Year 1 Jul 09 19:00,18.6,76,295,38.8,31,3,230,1.5,42.76166029,26.263863,73.008957
Year 1 Jul 09 20:00,18.1,4,136,37.6,32,4,230,1.5,35.52635332,26.263863,73.008957
Year 1 Jul 09 21:00,17.9,0,0,36.8,33,5,230,1.5,33.91955216,26.263863,73.008957
Year 1 Jul 09 22:00,17.8,0,0,36.2,34,5,230,1.5,32.57438411,26.263863,73.008957
Year 1 Jul 09 23:00,18.4,0,0,35.8,36,6,230,1.5,31.59664586,26.263863,73.008957
Year 1 Jul 10 00:00,17.2,0,0,34.5,36,7,270,1.5,30.8932304,26.263863,73.008957
Year 1 Jul 10 01:00,18,0,0,35.4,36,7,270,1.4,30.21267764,26.263863,73.008957
Year 1 Jul 10 02:00,18,0,0,34.9,37,7,270,1.3,29.45758886,26.263863,73.008957
Year 1 Jul 10 03:00,17.6,0,0,34.4,37,6,230,1.1,28.79214508,26.263863,73.008957
Year 1 Jul 10 04:00,17.4,0,0,33.7,38,6,230,1,28.45836187,26.263863,73.008957
Year 1 Jul 10 05:00,17.8,0,0,33.2,40,6,230,1,28.2781663,26.263863,73.008957
Year 1 Jul 10 06:00,19,0,0,32.9,44,6,270,1,27.93173949,26.263863,73.008957
Year 1 Jul 10 07:00,19.7,41,75,32.9,46,5,270,1.1,28.18429511,26.263863,73.008957
Year 1 Jul 10 08:00,20,117,368,33.2,46,5,270,1.3,29.46403109,26.263863,73.008957
Year 1 Jul 10 09:00,22.7,146,611,33.3,54,4,230,1.4,31.0866689,26.263863,73.008957
Year 1 Jul 10 10:00,23.2,159,737,33.8,54,4,230,1.9,32.52722697,26.263863,73.008957
Year 1 Jul 10 11:00,24.6,145,853,35.3,54,4,230,2.8,34.46654344,26.263863,73.008957
Year 1 Jul 10 12:00,24,102,987,36.8,48,4,250,3.7,36.00248643,26.263863,73.008957
Year 1 Jul 10 13:00,23.4,141,907,37.8,44,5,250,3.9,36.55970856,26.263863,73.008957
Year 1 Jul 10 14:00,21.9,206,764,38.8,38,6,250,3.6,40.3617609,26.263863,73.008957
Year 1 Jul 10 15:00,20.8,285,553,39.6,34,7,250,3.3,43.80599682,26.263863,73.008957
Year 1 Jul 10 16:00,20.5,311,364,39.8,33,8,250,2.9,45.82100799,26.263863,73.008957
Year 1 Jul 10 17:00,20,255,292,39.8,32,8,250,2.6,51.57604651,26.263863,73.008957
Year 1 Jul 10 18:00,18.9,176,179,39.8,30,8,230,2.3,50.78589037,26.263863,73.008957
Year 1 Jul 10 19:00,18.5,68,40,39.3,30,8,230,1.8,47.30805743,26.263863,73.008957
Year 1 Jul 10 20:00,17.6,1,1,38.3,30,8,230,1.1,37.70046651,26.263863,73.008957
Year 1 Jul 10 21:00,18.2,0,0,37.8,32,8,230,0.3,35.75839941,26.263863,73.008957
Year 1 Jul 10 22:00,19.2,0,0,34.8,40,8,230,0.2,34.36212867,26.263863,73.008957
Year 1 Jul 10 23:00,19.9,0,0,34.3,43,8,230,0.5,33.50481741,26.263863,73.008957
Year 1 Jul 11 00:00,20.3,0,0,34.3,44,8,180,0.8,32.55364058,26.263863,73.008957
Year 1 Jul 11 01:00,19.8,0,0,33.8,44,7,180,1.1,31.75440224,26.263863,73.008957
Year 1 Jul 11 02:00,20.8,0,0,33.3,48,7,180,1.3,30.90580859,26.263863,73.008957
Year 1 Jul 11 03:00,21.6,0,0,30.8,58,7,180,1.5,29.94615804,26.263863,73.008957
Year 1 Jul 11 04:00,21.8,0,0,29.3,64,6,180,1.6,29.18324064,26.263863,73.008957
Year 1 Jul 11 05:00,21.8,0,0,29.3,64,6,180,1.8,29.21712951,26.263863,73.008957
Year 1 Jul 11 06:00,21.8,0,0,29.3,64,6,180,2,29.04641394,26.263863,73.008957
Year 1 Jul 11 07:00,21.9,37,47,29.4,64,6,180,2,28.97782653,26.263863,73.008957
Year 1 Jul 11 08:00,23.2,130,225,30.8,64,7,180,1.8,29.94656025,26.263863,73.008957
Year 1 Jul 11 09:00,21.6,208,335,32.7,52,8,230,1.6,31.43208055,26.263863,73.008957
Year 1 Jul 11 10:00,23.3,286,345,34.6,52,9,230,1.4,32.76277855,26.263863,73.008957
Year 1 Jul 11 11:00,24,345,358,35.7,51,9,230,1.3,33.92118274,26.263863,73.008957
Year 1 Jul 11 12:00,24.8,396,336,36.6,51,9,230,1.1,34.81710825,26.263863,73.008957
Year 1 Jul 11 13:00,23.8,447,248,37,47,9,230,1.1,36.22994288,26.263863,73.008957
Year 1 Jul 11 14:00,23.6,448,221,37.6,45,9,230,1.3,40.8920701,26.263863,73.008957
Year 1 Jul 11 15:00,21.1,411,224,38.9,36,9,230,1.4,45.54196785,26.263863,73.008957
Year 1 Jul 11 16:00,20.5,349,229,39.3,34,9,230,1.5,49.01032756,26.263863,73.008957
Year 1 Jul 11 17:00,19.2,270,201,39.5,31,9,230,1.5,50.22887061,26.263863,73.008957
Year 1 Jul 11 18:00,19.3,174,105,39.6,31,9,230,1.5,49.90822517,26.263863,73.008957
Year 1 Jul 11 19:00,18,51,12,38.1,31,9,230,1.5,46.01586919,26.263863,73.008957
Year 1 Jul 11 20:00,18.7,1,1,36.7,35,9,230,1.5,37.35863302,26.263863,73.008957
Year 1 Jul 11 21:00,19.9,0,0,36.5,38,9,160,1.5,35.48790635,26.263863,73.008957
Year 1 Jul 11 22:00,23.5,0,0,30.6,66,9,160,1.7,34.27735903,26.263863,73.008957
Year 1 Jul 11 23:00,22.8,0,0,27.4,76,9,160,2,33.48539424,26.263863,73.008957
Year 1 Jul 12 00:00,23.1,0,0,25.6,86,9,140,2.4,32.73557934,26.263863,73.008957
Year 1 Jul 12 01:00,23.1,0,0,25.6,86,9,140,2.5,31.9149639,26.263863,73.008957
Year 1 Jul 12 02:00,23.2,0,0,25.7,86,9,140,2.3,31.16816619,26.263863,73.008957
Year 1 Jul 12 03:00,23.5,0,0,26,86,9,140,2.1,30.62188457,26.263863,73.008957
Year 1 Jul 12 04:00,23.8,0,0,26.1,87,9,140,2,29.98114868,26.263863,73.008957
Year 1 Jul 12 05:00,23.8,0,0,26.1,87,9,140,1.8,29.72892929,26.263863,73.008957
Year 1 Jul 12 06:00,23.8,0,0,26.1,87,9,140,1.6,29.56872709,26.263863,73.008957
Year 1 Jul 12 07:00,24.2,21,6,26.5,87,8,140,1.3,29.5644768,26.263863,73.008957
Year 1 Jul 12 08:00,24.9,129,98,27.1,88,8,140,0.8,30.6650417,26.263863,73.008957
Year 1 Jul 12 09:00,22,224,238,28.2,69,8,140,0.3,32.52531593,26.263863,73.008957
Year 1 Jul 12 10:00,23.1,288,339,29.6,68,8,140,0,34.3218901,26.263863,73.008957
Year 1 Jul 12 11:00,23.9,320,425,31.3,65,8,140,0,36.06528465,26.263863,73.008957
Year 1 Jul 12 12:00,25.1,342,462,32.5,65,8,140,0,36.34569598,26.263863,73.008957
Year 1 Jul 12 13:00,25.7,297,587,34,62,7,140,0,37.35087587,26.263863,73.008957
Year 1 Jul 12 14:00,26.6,246,681,35.3,61,6,140,0,40.58625573,26.263863,73.008957
Year 1 Jul 12 15:00,27.1,216,707,35.8,61,5,140,0,43.7404942,26.263863,73.008957
Year 1 Jul 12 16:00,26.4,215,632,36,58,5,140,0,48.67253011,26.263863,73.008957
Year 1 Jul 12 17:00,26.8,219,441,36.4,58,6,140,0,51.67163541,26.263863,73.008957
Year 1 Jul 12 18:00,26.6,173,223,36.5,57,7,140,0,50.89581643,26.263863,73.008957
Year 1 Jul 12 19:00,26.1,63,28,36,57,8,140,0,46.73582998,26.263863,73.008957
Year 1 Jul 12 20:00,25.5,1,1,35.3,57,8,140,0,37.73022623,26.263863,73.008957
Year 1 Jul 12 21:00,24.3,0,0,34,57,8,140,0,35.72263141,26.263863,73.008957
Year 1 Jul 12 22:00,23.8,0,0,33.2,58,8,140,0.2,34.47518553,26.263863,73.008957
Year 1 Jul 12 23:00,24.6,0,0,32.6,63,9,140,0.5,33.36990449,26.263863,73.008957
Year 1 Jul 13 00:00,24.2,0,0,32.1,63,9,230,0.8,32.85556359,26.263863,73.008957
Year 1 Jul 13 01:00,24.1,0,0,32,63,10,230,0.9,32.22444804,26.263863,73.008957
Year 1 Jul 13 02:00,24.7,0,0,31.6,67,10,230,0.8,31.70003749,26.263863,73.008957
Year 1 Jul 13 03:00,24.4,0,0,31.3,67,10,230,0.6,31.10837045,26.263863,73.008957
Year 1 Jul 13 04:00,24.5,0,0,30.8,69,10,230,0.4,30.61202198,26.263863,73.008957
Year 1 Jul 13 05:00,24.4,0,0,30,72,10,230,0.3,30.39411539,26.263863,73.008957
Year 1 Jul 13 06:00,24.3,0,0,29.6,73,10,230,0.1,29.86284906,26.263863,73.008957
Year 1 Jul 13 07:00,24.2,15,3,29.5,73,9,230,0.3,29.80306562,26.263863,73.008957
Year 1 Jul 13 08:00,24.6,116,44,30,73,9,230,0.8,31.01806436,26.263863,73.008957
Year 1 Jul 13 09:00,20.2,220,259,31.2,52,8,230,1.3,32.43813486,26.263863,73.008957
Year 1 Jul 13 10:00,20.9,280,364,32,52,8,230,1.5,33.86620737,26.263863,73.008957
Year 1 Jul 13 11:00,22.4,311,447,33.6,52,8,230,1.6,34.93625381,26.263863,73.008957
Year 1 Jul 13 12:00,21.6,313,524,35.3,45,8,230,1.7,35.99878213,26.263863,73.008957
Year 1 Jul 13 13:00,22.3,332,514,36.5,44,8,230,1.7,37.50970118,26.263863,73.008957
Year 1 Jul 13 14:00,22.7,351,463,37.4,43,8,230,1.8,42.17188231,26.263863,73.008957
Year 1 Jul 13 15:00,22.4,353,393,38.4,40,8,230,1.9,47.1035465,26.263863,73.008957
Year 1 Jul 13 16:00,22.8,314,355,38.9,40,8,230,1.9,50.38298246,26.263863,73.008957
Year 1 Jul 13 17:00,22.6,258,279,38.6,40,8,230,2,48.98397584,26.263863,73.008957
Year 1 Jul 13 18:00,22.5,176,160,38.5,40,8,200,2.1,50.08086544,26.263863,73.008957
Year 1 Jul 13 19:00,22.1,51,12,38.1,40,9,200,2.1,44.68827669,26.263863,73.008957
Year 1 Jul 13 20:00,21.3,1,1,37.2,40,9,200,2.1,37.68480379,26.263863,73.008957
Year 1 Jul 13 21:00,17.5,0,0,32.9,40,9,250,2.1,36.01920605,26.263863,73.008957
Year 1 Jul 13 22:00,25.5,0,0,29.3,80,9,250,2.2,34.64319901,26.263863,73.008957
Year 1 Jul 13 23:00,25.5,0,0,29.3,80,9,250,2.4,33.55714964,26.263863,73.008957
Year 1 Jul 14 00:00,25.1,0,0,28.9,80,9,50,2.5,32.92197894,26.263863,73.008957
Year 1 Jul 14 01:00,25.8,0,0,30,78,9,50,2.7,32.17164749,26.263863,73.008957
Year 1 Jul 14 02:00,26.1,0,0,30.4,78,9,50,2.9,31.45288363,26.263863,73.008957
Year 1 Jul 14 03:00,25.9,0,0,30.1,78,8,230,3,31.20599793,26.263863,73.008957
Year 1 Jul 14 04:00,25.6,0,0,29.8,78,8,230,3,30.85195383,26.263863,73.008957
Year 1 Jul 14 05:00,25.6,0,0,29.8,78,8,230,2.7,30.41571266,26.263863,73.008957
Year 1 Jul 14 06:00,25.8,0,0,29.8,79,8,230,2.4,29.88752883,26.263863,73.008957
Year 1 Jul 14 07:00,25.9,15,3,29.9,79,9,230,2.2,30.20441373,26.263863,73.008957
Year 1 Jul 14 08:00,26.3,118,50,30.3,79,9,230,1.9,31.2869654,26.263863,73.008957
Year 1 Jul 14 09:00,22,230,138,31,59,9,250,1.6,32.68236152,26.263863,73.008957
Year 1 Jul 14 10:00,22.4,320,188,31.4,59,9,250,1.5,33.98757161,26.263863,73.008957
Year 1 Jul 14 11:00,23.9,380,248,33,59,9,250,1.5,35.28847045,26.263863,73.008957
Year 1 Jul 14 12:00,24.3,354,434,34,57,8,180,1.5,36.08693435,26.263863,73.008957
Year 1 Jul 14 13:00,25.5,293,594,35.3,57,7,180,1.5,37.40898734,26.263863,73.008957
Year 1 Jul 14 14:00,24.9,317,535,36,53,7,180,1.4,41.52543836,26.263863,73.008957
Year 1 Jul 14 15:00,24.5,327,457,36.3,51,7,180,1.3,46.74354422,26.263863,73.008957
Year 1 Jul 14 16:00,24.1,240,566,37.3,47,6,180,1.2,50.52567614,26.263863,73.008957
Year 1 Jul 14 17:00,24.7,196,525,38,47,6,180,1.1,52.86075229,26.263863,73.008957
Year 1 Jul 14 18:00,23.2,149,395,38,43,6,180,1,52.08665892,26.263863,73.008957
Year 1 Jul 14 19:00,23.2,79,134,38,43,6,180,0.8,47.69693047,26.263863,73.008957
Year 1 Jul 14 20:00,22.3,2,4,37,43,7,180,0.5,38.65694447,26.263863,73.008957
Year 1 Jul 14 21:00,21.6,0,0,36.2,43,7,180,0.2,36.71765146,26.263863,73.008957
Year 1 Jul 14 22:00,21.2,0,0,35.7,43,8,180,0.2,35.63036516,26.263863,73.008957
Year 1 Jul 14 23:00,21,0,0,35.5,43,8,180,0.5,34.43046148,26.263863,73.008957
Year 1 Jul 15 00:00,21.5,0,0,35.2,45,8,230,0.8,33.48890345,26.263863,73.008957
Year 1 Jul 15 01:00,23.7,0,0,32.5,60,8,230,1.4,32.88045222,26.263863,73.008957
Year 1 Jul 15 02:00,23.3,0,0,31.7,61,8,230,2,32.0198248,26.263863,73.008957
Year 1 Jul 15 03:00,22.8,0,0,30.7,63,8,230,2.8,31.299854,26.263863,73.008957
Year 1 Jul 15 04:00,24.1,0,0,29.9,71,7,230,3,30.91639554,26.263863,73.008957
Year 1 Jul 15 05:00,23.9,0,0,29.5,72,7,230,2.9,29.75559261,26.263863,73.008957
Year 1 Jul 15 06:00,24.1,0,0,29.4,73,6,230,2.7,29.12600912,26.263863,73.008957
Year 1 Jul 15 07:00,24,32,29,29.3,73,6,230,2.5,29.18959836,26.263863,73.008957
Year 1 Jul 15 08:00,24,127,237,29.3,73,6,230,2.3,30.17785424,26.263863,73.008957
Year 1 Jul 15 09:00,24.6,191,412,30.2,72,6,230,2.1,31.51052035,26.263863,73.008957
Year 1 Jul 15 10:00,25.6,256,443,31.5,71,7,230,2,32.97782552,26.263863,73.008957
Year 1 Jul 15 11:00,27.6,251,595,33.8,70,7,230,1.8,34.45135975,26.263863,73.008957
Year 1 Jul 15 12:00,27.8,259,641,34.8,67,7,270,1.6,35.68539139,26.263863,73.008957
Year 1 Jul 15 13:00,27,344,490,36.3,59,8,270,1.6,37.36848073,26.263863,73.008957
Year 1 Jul 15 14:00,25.6,355,455,37.8,50,8,270,1.8,41.86464282,26.263863,73.008957
Year 1 Jul 15 15:00,25.4,359,378,38,49,8,230,2,46.21341678,26.263863,73.008957
Year 1 Jul 15 16:00,25.2,332,297,37.8,49,8,230,2,50.09849729,26.263863,73.008957
Year 1 Jul 15 17:00,22.9,264,67,35.2,49,9,230,1.8,50.54673427,26.263863,73.008957
Year 1 Jul 15 18:00,22.2,56,1,25.3,83,9,270,1.6,48.98026105,26.263863,73.008957
Year 1 Jul 15 19:00,22,28,2,25.1,83,10,270,1.5,42.72287034,26.263863,73.008957
Year 1 Jul 15 20:00,22.3,1,1,25.6,82,10,270,1.5,36.88935274,26.263863,73.008957
Year 1 Jul 15 21:00,22,0,0,25.5,81,10,110,1.5,35.41179504,26.263863,73.008957
Year 1 Jul 15 22:00,22.1,0,0,25.6,81,10,110,1.5,34.37874003,26.263863,73.008957
Year 1 Jul 15 23:00,22.7,0,0,26.2,81,10,110,1.5,33.70604453,26.263863,73.008957
Year 1 Jul 16 00:00,23,0,0,26.3,82,10,180,1.5,32.84200563,26.263863,73.008957
Year 1 Jul 16 01:00,23,0,0,26.3,82,9,180,1.5,32.06678883,26.263863,73.008957
Year 1 Jul 16 02:00,23,0,0,26.3,82,9,180,1.4,30.93264712,26.263863,73.008957
Year 1 Jul 16 03:00,23.2,0,0,26.3,83,9,180,1.3,30.06665305,26.263863,73.008957
Year 1 Jul 16 04:00,22.7,0,0,25.8,83,9,180,1.2,29.33877894,26.263863,73.008957
Year 1 Jul 16 05:00,22.6,0,0,25.7,83,9,180,1.1,29.47172508,26.263863,73.008957
Year 1 Jul 16 06:00,22.6,0,0,25.7,83,9,180,1,29.32339139,26.263863,73.008957
Year 1 Jul 16 07:00,22.6,15,3,25.7,83,9,180,0.8,29.36818495,26.263863,73.008957
Year 1 Jul 16 08:00,23.1,126,88,26,84,8,180,1,30.51090605,26.263863,73.008957
Year 1 Jul 16 09:00,21.5,214,288,28.5,66,8,180,2.1,31.66593259,26.263863,73.008957
Year 1 Jul 16 10:00,22.4,269,399,29.4,66,8,180,2.4,33.18398732,26.263863,73.008957
Year 1 Jul 16 11:00,23,293,492,30.9,63,8,180,2,34.65548933,26.263863,73.008957
Year 1 Jul 16 12:00,22.5,332,483,32.4,56,8,180,1.5,36.0310985,26.263863,73.008957
Year 1 Jul 16 13:00,23.1,345,487,34,53,8,180,1.1,37.29493672,26.263863,73.008957
Year 1 Jul 16 14:00,23.1,386,386,34,53,8,180,0.6,41.64432125,26.263863,73.008957
Year 1 Jul 16 15:00,23.1,396,275,34,53,8,180,0.2,46.41839153,26.263863,73.008957
Year 1 Jul 16 16:00,23.1,352,209,34,53,8,180,0,51.19397464,26.263863,73.008957
Year 1 Jul 16 17:00,23.3,270,199,34.2,53,8,180,0,53.14891073,26.263863,73.008957
Year 1 Jul 16 18:00,22.2,175,144,34.5,49,8,180,0,53.21217316,26.263863,73.008957
Year 1 Jul 16 19:00,22,65,34,34.3,49,8,180,0.4,48.83542532,26.263863,73.008957
Year 1 Jul 16 20:00,21.2,1,1,33.4,49,8,180,1.3,39.68715462,26.263863,73.008957
Year 1 Jul 16 21:00,21.9,0,0,32.1,55,8,230,2.2,37.74186966,26.263863,73.008957
Year 1 Jul 16 22:00,22,0,0,31.6,57,7,230,2.5,36.07752373,26.263863,73.008957
Year 1 Jul 16 23:00,21.7,0,0,30.9,58,7,230,2.4,34.71213133,26.263863,73.008957
Year 1 Jul 17 00:00,22.6,0,0,30.4,63,6,230,2.2,33.84373324,26.263863,73.008957
Year 1 Jul 17 01:00,22.6,0,0,30.4,63,6,230,2.1,33.03469111,26.263863,73.008957
Year 1 Jul 17 02:00,22.4,0,0,30,64,8,230,2.1,32.42334104,26.263863,73.008957
Year 1 Jul 17 03:00,22.9,0,0,29.9,66,9,230,2.1,31.51569855,26.263863,73.008957
Year 1 Jul 17 04:00,23.7,0,0,29,73,9,230,2,30.75381752,26.263863,73.008957
Year 1 Jul 17 05:00,23.7,0,0,29,73,9,230,1.8,30.63148379,26.263863,73.008957
Year 1 Jul 17 06:00,23.3,0,0,28.6,73,9,230,1.6,30.64282976,26.263863,73.008957
Year 1 Jul 17 07:00,23.1,15,3,28.4,73,9,230,1.3,30.27827139,26.263863,73.008957
Year 1 Jul 17 08:00,23.3,111,40,28.6,73,9,230,1,31.10645059,26.263863,73.008957
Year 1 Jul 17 09:00,22,228,119,29.5,64,9,230,0.7,32.63776562,26.263863,73.008957
Year 1 Jul 17 10:00,22.4,320,174,30,64,9,230,0.4,34.68601978,26.263863,73.008957
Year 1 Jul 17 11:00,23.3,382,238,31.5,62,9,230,0.3,36.37503705,26.263863,73.008957
Year 1 Jul 17 12:00,24.3,417,276,32.8,61,9,230,0.1,38.95936487,26.263863,73.008957
Year 1 Jul 17 13:00,25.1,373,428,34,60,8,230,0.3,40.27029081,26.263863,73.008957
Year 1 Jul 17 14:00,25.7,384,389,34.9,59,8,230,0.8,44.09058723,26.263863,73.008957
Year 1 Jul 17 15:00,26.4,370,349,36,58,8,230,1.3,42.26198771,26.263863,73.008957
Year 1 Jul 17 16:00,26,329,306,36.2,56,8,230,1.4,38.85807178,26.263863,73.008957
