Date/Time,[1] Surface Outside Face Temperature  (C),[1] Site Diffuse Solar Radiation Rate per Area  (W/m2),[1] Site Direct Solar Radiation Rate per Area  (W/m2),[1] Site Outdoor Air Drybulb Temperature  (C),[1] Surface Inside Face Conduction Heat Transfer Rate  (W),[1] Surface Inside Face Temperature  (C)
,BLOCK1:ZONE1_WALL_3_0_0,Environment,Environment,Environment,BLOCK1:ZONE1_WALL_3_0_0,BLOCK1:ZONE1_WALL_3_0_0
Year 1 Nov 28 20:00,27.6762224,0,0,23.9,232.3125614,29.09902603
Year 1 Nov 28 21:00,25.83423387,0,0,22.425,222.7550244,29.14883616
Year 1 Nov 28 22:00,24.46068905,0,0,21.125,190.7384223,28.94196882
Year 1 Nov 28 23:00,23.51171912,0,0,20.5,149.9167262,28.59774659
Year 1 Nov 29 00:00,22.83892583,0,0,19.8,106.6489348,28.19537412
Year 1 Nov 29 01:00,22.24716384,0,0,19.075,66.76891884,27.77204351
Year 1 Nov 29 02:00,21.85092912,0,0,17.775,30.93264187,27.35480533
Year 1 Nov 29 03:00,20.96084066,0,0,16.275,0.859880631,26.94927096
Year 1 Nov 29 04:00,19.79938495,0,0,14.475,-25.03457907,26.55566749
Year 1 Nov 29 05:00,19.10378149,0,0,13.55,-48.73095134,26.15435786
Year 1 Nov 29 06:00,18.83938041,0,0,14.675,-72.5133726,25.74372038
Year 1 Nov 29 07:00,18.90791779,0,0,16.675,-95.54666688,25.34217032
Year 1 Nov 29 08:00,19.61813409,12.5,62.5,19.075,-118.3542763,24.98288566
Year 1 Nov 29 09:00,21.76659071,46.25,420,21.35,-136.5908422,24.68417581
Year 1 Nov 29 10:00,23.72784954,31.5,972.5,23.55,-145.8986334,24.48553275
Year 1 Nov 29 11:00,25.46477744,21,1100,25.525,-143.6579151,24.42178514
Year 1 Nov 29 12:00,27.28590687,35.5,1063.75,27.425,-130.9360198,24.48731756
Year 1 Nov 29 13:00,29.99142708,86.5,931.75,28.8,-110.1971619,24.66632264
Year 1 Nov 29 14:00,35.61048786,128,791.25,29.625,-81.06381908,24.95651724
Year 1 Nov 29 15:00,38.70935243,194.5,509,29.425,-38.32308176,25.41739575
Year 1 Nov 29 16:00,38.64940349,204.5,291.25,28.475,18.76614952,26.07916184
Year 1 Nov 29 17:00,37.41320204,127.5,215.25,26.925,79.83724529,26.83538068
Year 1 Nov 29 18:00,33.38783701,47.25,42.75,25.45,138.5026884,27.51894638
Year 1 Nov 29 19:00,28.07170165,0,0,24.125,175.5501572,28.0099093
Year 1 Nov 29 20:00,26.62779082,0,0,23.35,184.2094263,28.22087976
Year 1 Nov 29 21:00,25.42399051,0,0,22.675,167.6376781,28.17348622
Year 1 Nov 29 22:00,24.19984073,0,0,21.975,139.7122912,27.96996239
Year 1 Nov 29 23:00,23.31489755,0,0,20.9,107.4372971,27.68312554
Year 1 Nov 30 00:00,22.23778591,0,0,19.475,75.50959938,27.34564767
Year 1 Nov 30 01:00,20.91013897,0,0,17.6,44.51631485,26.98043969
Year 1 Nov 30 02:00,19.75118591,0,0,15.675,14.78181053,26.58569185
Year 1 Nov 30 03:00,18.62193827,0,0,13.925,-14.70333057,26.16001377
Year 1 Nov 30 04:00,18.1707411,0,0,13.125,-43.75374895,25.70893944
Year 1 Nov 30 05:00,17.39039836,0,0,13.45,-71.84981105,25.2489611
Year 1 Nov 30 06:00,17.09585312,0,0,13.6,-96.85489125,24.79371692
Year 1 Nov 30 07:00,17.20527572,0,0,14.65,-121.5377793,24.3613419
Year 1 Nov 30 08:00,18.12449823,10.75,85,16.5,-143.8611352,23.97029903
Year 1 Nov 30 09:00,20.05178025,53.75,396.5,19.475,-161.4567822,23.64657149
Year 1 Nov 30 10:00,22.89784081,68.5,699.5,22.775,-171.459807,23.43568905
Year 1 Nov 30 11:00,25.35283926,23.5,1086,26.15,-169.237654,23.37571559
Year 1 Nov 30 12:00,27.76527466,36,1058,28.65,-153.9665004,23.48445494
Year 1 Nov 30 13:00,30.20993445,33,1036.75,30.4,-126.6766352,23.74366997
Year 1 Nov 30 14:00,36.32378635,113.75,838,30.95,-89.501353,24.1258814
Year 1 Nov 30 15:00,40.39670057,138.5,692.25,30.925,-38.55052759,24.68038679
Year 1 Nov 30 16:00,39.60063465,195,346.5,30,27.44719797,25.45752117
Year 1 Nov 30 17:00,38.97895991,119,310,28.725,96.1370006,26.33397579
Year 1 Nov 30 18:00,34.66911547,53.25,79.5,26.9,162.2557207,27.12714677
Year 1 Nov 30 19:00,28.18895472,0,0,25.2,207.0586521,27.71757867
Year 1 Nov 30 20:00,26.31910861,0,0,23.6,219.0959298,27.98962719
Year 1 Nov 30 21:00,24.8926423,0,0,22.675,201.6717592,27.95177538
Year 1 Nov 30 22:00,23.98690908,0,0,21.825,168.5600217,27.72881346
Year 1 Nov 30 23:00,23.15765656,0,0,21.15,131.4353903,27.4113923
Year 1 Apr 01 00:00,27.18078944,0,0,24.65,101.4878536,33.15483181
Year 1 Apr 01 01:00,27.20165821,0,0,24.775,59.68192252,32.72792607
Year 1 Apr 01 02:00,26.67586853,0,0,24.075,20.50563651,32.30752392
Year 1 Apr 01 03:00,26.16287183,0,0,23.725,-10.75352533,31.90964388
Year 1 Apr 01 04:00,25.38739429,0,0,23.325,-37.89176282,31.53649512
Year 1 Apr 01 05:00,24.94900344,0,0,22.15,-60.67203791,31.17308119
Year 1 Apr 01 06:00,25.10407478,0,0,21.875,-80.24374963,30.81077582
Year 1 Apr 01 07:00,25.18515351,1.25,0,23.1,-99.25070751,30.47701464
Year 1 Apr 01 08:00,26.03377434,24.75,110.25,24.625,-115.6215146,30.18983594
Year 1 Apr 01 09:00,28.42794013,103,443,26.725,-127.2513632,29.95914072
Year 1 Apr 01 10:00,30.55092082,184,436.25,28.125,-130.6145426,29.83114346
Year 1 Apr 01 11:00,32.15625858,255.75,441.25,29.15,-121.1330203,29.83203242
Year 1 Apr 01 12:00,32.57079494,266.75,566.25,29.25,-101.4278246,29.95464103
Year 1 Apr 01 13:00,33.50597761,344,491.75,29.575,-75.78406662,30.14953573
Year 1 Apr 01 14:00,37.5477854,401,427,30.075,-50.23822176,30.38284812
Year 1 Apr 01 15:00,44.70377866,176.75,801,31.475,-20.43554251,30.69885033
Year 1 Apr 01 16:00,52.28289365,121.25,863.5,32.575,23.18939434,31.23876192
Year 1 Apr 01 17:00,56.10631661,119.5,718.75,33.25,95.38562606,32.09822423
Year 1 Apr 01 18:00,51.73152145,131.5,360.75,32.35,194.3351306,33.21999794
Year 1 Apr 01 19:00,46.25640204,61.5,128.25,30.575,292.7244824,34.34319335
Year 1 Apr 01 20:00,35.94073019,0,0,28.225,357.8046197,35.17957794
Year 1 Apr 01 21:00,32.68961282,0,0,26.7,371.9101798,35.55340785
Year 1 Apr 01 22:00,30.83270619,0,0,25.8,336.7805554,35.47213269
Year 1 Apr 01 23:00,29.94777636,0,0,25.9,277.8416591,35.11463156
Year 1 Apr 02 00:00,29.06986832,0,0,25.7,212.9318563,34.6436624
Year 1 Apr 02 01:00,28.26040103,0,0,25.45,153.1281171,34.14400196
Year 1 Apr 02 02:00,27.50997965,0,0,24.35,100.6455071,33.64886432
Year 1 Apr 02 03:00,26.86404585,0,0,23.325,56.00011422,33.16528659
Year 1 Apr 02 04:00,26.21231877,0,0,22.125,16.59167338,32.70393495
Year 1 Apr 02 05:00,26.4336616,0,0,22.7,-17.28309423,32.26210193
Year 1 Apr 02 06:00,26.25001811,0,0,23.15,-47.1769579,31.85805067
Year 1 Apr 02 07:00,26.10132382,0,0,23.8,-69.22422945,31.49475273
Year 1 Apr 02 08:00,26.57907372,23.5,77.25,24.9,-88.48374306,31.17654576
Year 1 Apr 02 09:00,28.24657172,99.75,391.75,26.25,-104.0664286,30.90836767
Year 1 Apr 02 10:00,29.94158022,124.25,663.25,27.65,-112.5921608,30.72075461
Year 1 Apr 02 11:00,31.66735872,209.75,603,28.9,-111.5369254,30.64111919
Year 1 Apr 02 12:00,33.87875025,415.25,232.75,29.875,-100.6630869,30.67458459
Year 1 Apr 02 13:00,34.95585022,403,396.5,30.55,-80.4823798,30.82098217
Year 1 Apr 02 14:00,38.14868987,258.75,657.5,30.925,-53.4615945,31.06327637
Year 1 Apr 02 15:00,41.68285452,303.5,514.75,31,-20.97888679,31.39683642
Year 1 Apr 02 16:00,44.28976482,247.5,520.75,30.625,20.00746328,31.86979662
Year 1 Apr 02 17:00,42.36367208,212.75,315.25,29.825,74.13962887,32.46256188
Year 1 Apr 02 18:00,35.88852511,124.5,54.25,28.625,128.0241382,33.06977812
Year 1 Apr 02 19:00,36.40412081,58.5,66,27.4,159.9202211,33.47765038
Year 1 Apr 02 20:00,30.24201789,0,0,26.275,167.1616575,33.64439801
Year 1 Apr 02 21:00,28.53295879,0,0,25.625,154.6766659,33.60234474
Year 1 Apr 02 22:00,27.65458844,0,0,25.35,122.0363539,33.34901761
Year 1 Apr 02 23:00,27.25358924,0,0,25.375,80.72098466,32.97396917
Year 1 Apr 03 00:00,26.86640028,0,0,25.4,39.83775347,32.56231559
Year 1 Apr 03 01:00,26.54949387,0,0,25.25,3.985237271,32.15823421
Year 1 Apr 03 02:00,26.27746116,0,0,24.75,-25.88590305,31.77620446
Year 1 Apr 03 03:00,25.96824618,0,0,24.075,-49.91911192,31.4187287
Year 1 Apr 03 04:00,25.91814579,0,0,23.375,-68.9962975,31.08392597
Year 1 Apr 03 05:00,24.79388953,0,0,22.3,-85.36744529,30.77616934
Year 1 Apr 03 06:00,24.20725847,0,0,22.45,-99.49652293,30.48065169
Year 1 Apr 03 07:00,24.54127183,2.75,0.75,23.275,-115.4052051,30.18102639
Year 1 Apr 03 08:00,25.30103142,30.75,90.5,24.625,-130.5365466,29.89378658
Year 1 Apr 03 09:00,27.00057725,91.5,449.25,25.825,-141.8312241,29.6547192
Year 1 Apr 03 10:00,28.75276519,107.5,740.25,27.075,-145.1601902,29.49676867
Year 1 Apr 03 11:00,30.29208245,138.25,782.75,28.15,-139.2577041,29.44609005
Year 1 Apr 03 12:00,31.66544032,134.5,884.5,29.45,-124.4653458,29.50274088
Year 1 Apr 03 13:00,33.09388793,170,844,30.475,-103.5920451,29.65115692
Year 1 Apr 03 14:00,38.47620187,215.75,750.25,31.375,-77.67952543,29.87472281
Year 1 Apr 03 15:00,43.6729554,239.25,654.75,31.45,-42.70770105,30.22643084
Year 1 Apr 03 16:00,44.85148863,258.75,468.75,31.025,9.024421974,30.80276561
Year 1 Apr 03 17:00,40.75513421,260.75,202.25,29.775,74.19329147,31.54977
Year 1 Apr 03 18:00,39.15668577,154.25,219.75,28.35,135.4743351,32.23366946
Year 1 Apr 03 19:00,35.24678587,60,74.25,26.8,175.1193956,32.72943767
Year 1 Apr 03 20:00,29.21909301,0,0,25.65,190.6332969,32.98554079
Year 1 Apr 03 21:00,27.73936387,0,0,24.725,177.0900051,32.96003548
Year 1 Apr 03 22:00,27.03573071,0,0,24.425,141.0576865,32.68398373
Year 1 Apr 03 23:00,26.60730745,0,0,24.4,96.34432588,32.28620115
Year 1 Apr 04 00:00,26.44898093,0,0,24.7,53.06317139,31.85959349
Year 1 Apr 04 01:00,26.24910412,0,0,24.65,15.31201309,31.45065093
Year 1 Apr 04 02:00,25.84602467,0,0,24.3,-14.94022344,31.0738776
Year 1 Apr 04 03:00,25.18311363,0,0,23.375,-39.14877896,30.7276077
Year 1 Apr 04 04:00,24.48042465,0,0,22.65,-58.84840257,30.39581373
Year 1 Apr 04 05:00,24.65910413,0,0,22.875,-77.00987687,30.06817082
Year 1 Apr 04 06:00,24.57497291,0,0,23.45,-95.32437672,29.76064648
Year 1 Apr 04 07:00,24.72527189,2,0.25,24.2,-110.1816605,29.48559099
Year 1 Apr 04 08:00,25.40064139,32.5,38,25.15,-121.9040071,29.24555743
Year 1 Apr 04 09:00,27.35226072,124.5,206.5,26,-129.4944353,29.05118249
Year 1 Apr 04 10:00,29.34394385,212.5,325.25,27.025,-129.8308072,28.93520561
Year 1 Apr 04 11:00,31.15078812,284,297.25,28.125,-120.7650973,28.93312182
Year 1 Apr 04 12:00,31.96521058,191.5,745.5,29.525,-102.5934925,29.04786322
Year 1 Apr 04 13:00,33.21341742,180.75,825.5,30.95,-79.29628748,29.25150408
Year 1 Apr 04 14:00,38.27362106,245.25,694.5,32.125,-53.70040795,29.51339095
Year 1 Apr 04 15:00,44.41509243,157.5,841.75,32.55,-20.49402523,29.88539766
Year 1 Apr 04 16:00,47.67348592,208.75,619.25,32.075,29.66171707,30.48363223
Year 1 Apr 04 17:00,45.43572182,223.75,321.75,30.775,100.302863,31.30059866
Year 1 Apr 04 18:00,38.54668804,146.5,89.5,29.125,175.4226963,32.14624631
Year 1 Apr 04 19:00,35.4082847,52.5,39,27.275,225.2796418,32.76899088
Year 1 Apr 04 20:00,29.9082719,0,0,25.9,238.9645919,33.04946525
Year 1 Apr 04 21:00,27.97012165,0,0,25,220.8122948,33.01793492
Year 1 Apr 04 22:00,26.9292673,0,0,24.65,180.1378958,32.73260058
Year 1 Apr 04 23:00,26.33570943,0,0,24.6,129.8860009,32.31489621
Year 1 Apr 05 00:00,26.11616312,0,0,24.675,81.11917279,31.85407527
Year 1 Apr 05 01:00,25.85032316,0,0,24.475,37.8640603,31.40466092
Year 1 Apr 05 02:00,25.54093654,0,0,24.1,2.324166106,30.98851066
Year 1 Apr 05 03:00,25.2134664,0,0,23.475,-26.39909689,30.60788584
Year 1 Apr 05 04:00,24.9244052,0,0,23.075,-49.39447726,30.25632275
Year 1 Apr 05 05:00,24.70056811,0,0,23,-68.14866646,29.92886525
Year 1 Apr 05 06:00,24.53990294,0,0,23.15,-85.25261717,29.63058124
Year 1 Apr 05 07:00,24.97520352,3.5,1.75,24.025,-99.82941581,29.35837674
Year 1 Apr 05 08:00,25.73443825,28.75,144.5,25.275,-112.1254789,29.1233471
Year 1 Apr 05 09:00,27.85332907,79,602.75,27.025,-119.8978939,28.94420913
Year 1 Apr 05 10:00,29.96277755,96,781.75,28.625,-120.672519,28.85586169
Year 1 Apr 05 11:00,31.82077894,142,805.75,30.05,-110.8436677,28.88721799
Year 1 Apr 05 12:00,33.57652259,331,456.5,30.85,-91.29261499,29.03893569
Year 1 Apr 05 13:00,35.56119173,460.25,324.25,31.3,-63.72129096,29.29228663
Year 1 Apr 05 14:00,38.43044784,463.75,297.25,31.25,-30.72653609,29.63448833
Year 1 Apr 05 15:00,39.76586259,430.5,198,31.05,7.720794725,30.07185801
Year 1 Apr 05 16:00,40.90898175,362.25,236.75,30.475,50.29898375,30.59595027
Year 1 Apr 05 17:00,39.70559831,261.75,187.5,29.625,97.69798936,31.14591131
Year 1 Apr 05 18:00,38.25281839,157.75,201,28.275,139.7005784,31.65661827
Year 1 Apr 05 19:00,35.34169102,61.5,83.25,26.925,170.8047471,32.05999643
Year 1 Apr 05 20:00,29.26940494,0,0,25.7,184.3531749,32.29754758
Year 1 Apr 05 21:00,27.86902357,0,0,25.1,174.1873619,32.29646827
Year 1 Apr 05 22:00,27.2514967,0,0,24.85,141.6666286,32.06586891
Year 1 Apr 05 23:00,26.77036868,0,0,24.95,101.3911442,31.71532732
Year 1 Apr 06 00:00,26.23486857,0,0,24.85,61.84778961,31.33413528
Year 1 Apr 06 01:00,25.99385933,0,0,24.725,26.86841139,30.95728862
Year 1 Apr 06 02:00,25.38853959,0,0,24.175,-3.141893912,30.59879329
Year 1 Apr 06 03:00,24.97873354,0,0,23.625,-27.87135848,30.2586516
Year 1 Apr 06 04:00,24.79570134,0,0,23.125,-49.10603656,29.93088128
Year 1 Apr 06 05:00,24.80997694,0,0,23.6,-66.95976093,29.61792308
Year 1 Apr 06 06:00,24.73357617,0,0,23.8,-83.90776722,29.34002572
Year 1 Apr 06 07:00,25.1314251,2,0.25,24.4,-96.74367748,29.09173579
Year 1 Apr 06 08:00,25.90085131,33,36,25.35,-106.9633335,28.88140579
Year 1 Apr 06 09:00,28.00666096,114.25,253,26.725,-112.7999807,28.72342694
Year 1 Apr 06 10:00,29.87539343,142.75,608.5,28.075,-111.8703751,28.65260925
Year 1 Apr 06 11:00,31.32462694,182.5,671,29.3,-101.2115461,28.69530096
Year 1 Apr 06 12:00,32.39512826,231,663.75,30.05,-82.37898046,28.84258091
Year 1 Apr 06 13:00,33.36991733,285.25,604.25,30.65,-58.21464796,29.06509789
Year 1 Apr 06 14:00,36.65395049,335.25,509,30.95,-32.11832949,29.33917739
Year 1 Apr 06 15:00,39.5039573,417,290,31.225,-1.900572823,29.68382501
Year 1 Apr 06 16:00,42.05669158,297.75,380,31.075,35.10139363,30.15036009
Year 1 Apr 06 17:00,40.70981606,261.75,220.75,30.55,83.47265948,30.7251238
Year 1 Apr 06 18:00,40.17754411,151.25,262.75,29.275,132.4738209,31.31198427
Year 1 Apr 06 19:00,36.09482408,62.25,90.75,27.775,173.6237893,31.82183619
Year 1 Apr 06 20:00,29.48533829,0,0,26.2,196.4038804,32.16026752
Year 1 Apr 06 21:00,27.79867569,0,0,25.2,191.0783295,32.21826173
Year 1 Apr 06 22:00,26.80121475,0,0,24.7,159.558413,32.00489959
Year 1 Apr 06 23:00,26.51583328,0,0,24.75,116.756001,31.64592867
Year 1 Apr 07 00:00,26.4929697,0,0,24.8,73.78544779,31.24139091
Year 1 Apr 07 01:00,26.44158757,0,0,24.95,36.33355539,30.85174098
