1,"Building 1.eso"

"Date/Time","[1] Surface Outside Face Temperature  (C)","[1] Site Outdoor Air Drybulb Temperature  (C)","[1] Surface Inside Face Temperature  (C)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)"
,"BLOCK1:ZONE1_WALL_3_0_0","Environment","BLOCK1:ZONE1_WALL_3_0_0","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0"
"Year 1 Apr 01 09:00","26.7379254245169","23.25","30.4987324436729","576.5","102","-113.211095968047"
"Year 1 Apr 01 10:00","28.7488701653363","25.6","30.217574414477","831","97.25","-129.319407073642"
"Year 1 Apr 01 11:00","30.9424717532113","28.15","30.0798710521066","906.75","114","-133.033108882438"
"Year 1 Apr 01 12:00","33.1342595620507","30.225","30.0913221858543","728.25","208.5","-124.503232459829"
"Year 1 Apr 01 13:00","35.9470755390003","31.825","30.2407354028457","742.75","218","-104.141192128772"
"Year 1 Apr 01 14:00","44.2007525035349","32.65","30.5226169120383","709.75","228.5","-73.6469294632512"
"Year 1 Apr 01 15:00","50.7119719464572","33.025","31.0341981147004","591.5","248.25","-24.5867188853803"
"Year 1 Apr 01 16:00","50.552348278264","33.025","31.8858250546532","274","319.5","48.0327482744568"
"Year 1 Apr 01 17:00","52.212231971684","32.7","32.9152682237371","307.5","210","138.745604739115"
"Year 1 Apr 01 18:00","48.9675516677226","31.925","33.9505389964678","221.5","115.5","228.528181429805"
"Year 1 Apr 01 19:00","40.6800944364949","30.8","34.863106106799","60.5","24","302.708109855256"
"Year 1 Apr 01 20:00","34.2951965805725","29.225","35.459501619495","0","0","340.884241946157"
"Year 1 Apr 01 21:00","31.7768743392131","27.45","35.5940183759588","0","0","330.237522320659"
"Year 1 Apr 01 22:00","29.1796638621863","25.575","35.366923824959","0","0","285.86872252294"
"Year 1 Apr 01 23:00","27.5752377871985","23.975","34.9247025361003","0","0","227.725946431476"
"Year 1 Apr 02 00:00","26.4962734670114","22.625","34.3710796014028","0","0","163.80403943625"
"Year 1 Apr 02 01:00","25.8542060062956","21.775","33.7700401021195","0","0","102.87248634387"
"Year 1 Apr 02 02:00","25.0823048455349","21.15","33.1763312798853","0","0","46.9268429397527"
"Year 1 Apr 02 03:00","24.6215397743604","20.775","32.6081713396241","0","0","-1.24211047905086"
"Year 1 Apr 02 04:00","23.9515369305162","20.4","32.0707732308842","0","0","-42.1463597171745"
"Year 1 Apr 02 05:00","23.2268857258306","19.175","31.5617823046442","0","0","-75.6994274411733"
"Year 1 Apr 02 06:00","22.6071418728179","18.95","31.0682568873052","0","0","-103.161270888196"
"Year 1 Apr 02 07:00","22.6198964637035","20.05","30.6032319856999","85.25","10","-130.55203609128"
"Year 1 Apr 02 08:00","24.4899575249751","22.5","30.1768524282537","501.5","37.75","-156.084165973523"
"Year 1 Apr 02 09:00","26.9206937050818","25.6","29.8362218122545","1012.25","25.75","-175.798338054909"
"Year 1 Apr 02 10:00","29.2767798953496","28.8","29.6384333419405","1077.75","25","-183.285371323482"
"Year 1 Apr 02 11:00","32.0182580909137","31.4","29.6039121695375","1033.25","59","-176.610917014613"
"Year 1 Apr 02 12:00","33.7238164193658","33.275","29.7299047333156","998.75","80","-155.842045256348"
"Year 1 Apr 02 13:00","37.0210478352747","34.3","29.9893008240441","738.25","221.75","-124.479478483642"
"Year 1 Apr 02 14:00","43.9388284559892","34.725","30.3669905205072","765.25","201.75","-84.1349837280496"
"Year 1 Apr 02 15:00","46.8615169628754","34.5","30.9430524995483","406.25","330.25","-28.3188804217332"
"Year 1 Apr 02 16:00","46.6842487850258","33.95","31.7541354372785","246.25","323.5","40.7057790129413"
"Year 1 Apr 02 17:00","45.9688868019106","32.9","32.6339642563967","243","218.5","117.380869744293"
"Year 1 Apr 02 18:00","43.6517818057122","31.4","33.4357215904679","229.75","106.5","185.97805637049"
"Year 1 Apr 02 19:00","34.7685171223726","29.275","34.0822894545374","5","13.5","237.42664770349"
"Year 1 Apr 02 20:00","31.2734043966752","26.975","34.4063262900277","0","0","255.35929023513"
"Year 1 Apr 02 21:00","29.0161214366821","24.675","34.3447780243421","0","0","235.191899165478"
"Year 1 Apr 02 22:00","27.6847103570751","23.05","34.0159802530385","0","0","192.95595729828"
"Year 1 Apr 02 23:00","26.807595113375","22.175","33.5525501569176","0","0","140.950991999189"
"Year 1 Apr 03 00:00","26.5044151985183","22.075","33.0423375389814","0","0","88.5382000411143"
"Year 1 Apr 03 01:00","26.1436358406465","22.175","32.5402743482696","0","0","40.5020715927987"
"Year 1 Apr 03 02:00","26.018206242991","22.05","32.0709892475601","0","0","0.284884215638596"
"Year 1 Apr 03 03:00","25.2246420081287","21.25","31.6405738485738","0","0","-31.9686157509996"
"Year 1 Apr 03 04:00","24.2710636148814","20.1","31.2390023960291","0","0","-57.4882638531808"
"Year 1 Apr 03 05:00","24.1708743739684","21.825","30.8420382544292","0","0","-79.5279920693039"
"Year 1 Apr 03 06:00","23.9329480340964","22.425","30.4693191995264","0","0","-104.098580589412"
"Year 1 Apr 03 07:00","24.1009562510101","22.775","30.1188399738974","16","11","-123.200207902065"
"Year 1 Apr 03 08:00","24.7857700627798","22.975","29.8030046441881","200","55","-139.261950567462"
"Year 1 Apr 03 09:00","26.7698154631325","24.425","29.5380050416979","628.75","98","-149.864934090658"
"Year 1 Apr 03 10:00","28.9200978003322","26.325","29.3663574443234","764","115.75","-154.340135812551"
"Year 1 Apr 03 11:00","30.9548444026029","29.05","29.320865540314","938.5","102.25","-148.289714829031"
"Year 1 Apr 03 12:00","32.9477875685277","31.15","29.4132170850363","878.75","133","-132.819441362954"
"Year 1 Apr 03 13:00","35.2968535048986","33.1","29.6238482790769","1051.5","48","-107.458392182175"
"Year 1 Apr 03 14:00","42.7538468366841","33.9","29.9444912650975","950.75","123.25","-75.7120062734811"
"Year 1 Apr 03 15:00","49.4962578310373","34.525","30.4569454346586","992.5","88.5","-26.9729308394162"
"Year 1 Apr 03 16:00","52.3009267690359","34.025","31.2831254950776","684","166.75","42.9244621774222"
"Year 1 Apr 03 17:00","52.8850715316211","33.35","32.3383968598454","532","146.75","134.745983037556"
"Year 1 Apr 03 18:00","48.8877240799754","31.7","33.4476700329347","284.75","105.25","232.308985372811"
"Year 1 Apr 03 19:00","40.6692911738787","30.225","34.4179467631239","37","23","313.61029408678"
"Year 1 Apr 03 20:00","35.0943649068187","28.625","35.0460736512511","0","0","354.170082458416"
"Year 1 Apr 03 21:00","32.8521946673659","27.825","35.2155974611371","0","0","345.519214054457"
"Year 1 Apr 03 22:00","30.9250047817503","26.65","35.0515631907688","0","0","303.411608385289"
"Year 1 Apr 03 23:00","29.3880377744279","25.625","34.6962110640307","0","0","249.610577905664"
"Year 1 Apr 04 00:00","28.231266695802","23.675","34.2425317307744","0","0","192.603694443108"
"Year 1 Apr 04 01:00","27.0888398201426","22.125","33.736371763568","0","0","139.241790740355"
"Year 1 Apr 04 02:00","26.2677308360765","20.75","33.2169420510027","0","0","88.7870578950614"
"Year 1 Apr 04 03:00","26.0386247352471","20.775","32.7010973728318","0","0","42.6051080976353"
"Year 1 Apr 04 04:00","25.4323894285596","21.2","32.2139921965347","0","0","0.6870129583285"
"Year 1 Apr 04 05:00","24.5496119615723","21.675","31.7605885085495","0","0","-34.2656795968893"
"Year 1 Apr 04 06:00","24.2744596120937","22.25","31.3274528651845","0","0","-64.136706723684"
"Year 1 Apr 04 07:00","24.92234588002","23.3","30.9090854502628","83","10.75","-90.0975849608778"
"Year 1 Apr 04 08:00","26.3206729598131","24.8","30.5446199785701","449.5","46.75","-113.793435951938"
"Year 1 Apr 04 09:00","28.5225041184272","26.7","30.2690922941172","780","74.25","-129.421804921234"
"Year 1 Apr 04 10:00","30.6212544737027","28.55","30.1184624905274","747.75","123.25","-134.171009437788"
"Year 1 Apr 04 11:00","32.6420081853247","30.35","30.1103349917135","871.25","122.25","-126.33843752152"
"Year 1 Apr 04 12:00","33.869683171208","31.85","30.2362358203832","971.5","106","-107.82963138784"
"Year 1 Apr 04 13:00","36.2706474797009","33.025","30.4661419350965","1069.75","74","-81.7758889666794"
"Year 1 Apr 04 14:00","42.862848987631","33.825","30.7813230324484","980.75","108.5","-50.8606321863697"
"Year 1 Apr 04 15:00","47.8068002953354","34.225","31.2703566462427","759.25","184.5","-6.56757797130607"
"Year 1 Apr 04 16:00","52.7911847062821","33.925","32.0145822669516","780.75","133.75","55.0870193754734"
"Year 1 Apr 04 17:00","52.9455707267938","33.05","32.9712321407367","507.25","146.75","139.360114151749"
"Year 1 Apr 04 18:00","45.8422440527245","31.45","34.0215059673206","132.25","112.5","232.269096959399"
"Year 1 Apr 04 19:00","37.7082475538643","29.65","34.8934775254623","2","10.5","304.196527387664"
"Year 1 Apr 04 20:00","34.6036725192253","27.85","35.3501915419816","0","0","329.24366620436"
"Year 1 Apr 04 21:00","32.5007825472129","26.575","35.389184005754","0","0","310.682754022471"
"Year 1 Apr 04 22:00","30.8193351274293","25.625","35.1618286275102","0","0","267.62979146317"
"Year 1 Apr 04 23:00","29.565787758616","25.1","34.7884987350306","0","0","215.608985611619"
"Year 1 Apr 05 00:00","28.6445886959601","24.55","34.348261419237","0","0","161.321126513269"
"Year 1 Apr 05 01:00","27.8964470254254","23.875","33.8787806584321","0","0","110.99101644692"
"Year 1 Apr 05 02:00","27.1899290753435","23.025","33.4090186215337","0","0","65.4807547811929"
"Year 1 Apr 05 03:00","26.6071853417738","22.275","32.9522054225624","0","0","25.4663495471669"
"Year 1 Apr 05 04:00","25.6795624767098","21.725","32.5123453108409","0","0","-9.4841671033429"
"Year 1 Apr 05 05:00","24.4480975066975","20.1","32.0838656544056","0","0","-39.8758869563932"
"Year 1 Apr 05 06:00","23.6594921511539","20.35","31.6463126077292","0","0","-66.9702470430527"
"Year 1 Apr 05 07:00","23.9411125499334","22.025","31.2018200838921","48.5","13","-94.3928444963559"
"Year 1 Apr 05 08:00","25.8783140653017","24.375","30.7876918667747","379.5","48.5","-122.099968435096"
"Year 1 Apr 05 09:00","28.1100286775571","26.875","30.4611871403074","977","32.5","-142.801612437638"
"Year 1 Apr 05 10:00","29.8293799503947","29.075","30.2750252510063","1100","15.5","-150.678366720741"
"Year 1 Apr 05 11:00","31.6886221237848","30.95","30.2342643830636","1098.5","25","-145.192363867354"
"Year 1 Apr 05 12:00","33.4808382786964","32.45","30.3200857565794","1054.25","76.5","-129.148239592692"
"Year 1 Apr 05 13:00","36.0203796967097","33.775","30.5149559726618","885","155.25","-104.736216761125"
"Year 1 Apr 05 14:00","42.7486519681097","34.775","30.815278965452","776.25","202","-73.6933743833514"
"Year 1 Apr 05 15:00","49.0603336207878","35.375","31.3002097018899","822.75","154.25","-27.9725888725271"
"Year 1 Apr 05 16:00","52.1050045079581","35.2","32.0703693992749","604","198.75","38.2641337848621"
"Year 1 Apr 05 17:00","53.9281163605643","34.275","33.0680976442763","555","139.75","123.731917884119"
"Year 1 Apr 05 18:00","48.2294081597819","32.65","34.1456946169579","243.75","114.25","220.070511022915"
"Year 1 Apr 05 19:00","40.5732678983557","30.775","35.0915854596879","51","24.5","299.798390340221"
"Year 1 Apr 05 20:00","34.393242336617","29.025","35.678723007395","0","0","338.421884207529"
"Year 1 Apr 05 21:00","32.095494837557","27.85","35.7997698419311","0","0","326.383895822164"
"Year 1 Apr 05 22:00","30.7497489788844","27.225","35.5754126945461","0","0","280.509524485267"
"Year 1 Apr 05 23:00","29.9170736156853","26.875","35.17379225347","0","0","222.427558602423"
"Year 1 Apr 06 00:00","29.4207997680336","26.275","34.7076343293652","0","0","164.302177452364"
"Year 1 Apr 06 01:00","28.6670197662936","25.125","34.2345503440012","0","0","112.708159969196"
"Year 1 Apr 06 02:00","27.6226330971728","23.45","33.7743612394162","0","0","69.3661065731708"
"Year 1 Apr 06 03:00","26.4582679037385","21.575","33.3256670825867","0","0","31.4319604709663"
"Year 1 Apr 06 04:00","25.2973649080919","20.125","32.8738870049106","0","0","-3.00624457012287"
"Year 1 Apr 06 05:00","24.0173666588724","20.1","32.4121791764164","0","0","-36.1366972994205"
"Year 1 Apr 06 06:00","23.5260762236296","21.025","31.9382733786458","0","0","-68.9718934208454"
"Year 1 Apr 06 07:00","24.2678271012383","23.175","31.4548896295047","188.75","6.25","-99.5853531413454"
"Year 1 Apr 06 08:00","26.6971877639393","26.2","31.0299363708033","822","25.5","-130.530711899526"
"Year 1 Apr 06 09:00","29.1595838563585","29.325","30.7201883024895","1042.25","21","-151.23390617332"
"Year 1 Apr 06 10:00","31.3427058832188","31.9","30.5757401674573","1100","7","-156.69546128484"
"Year 1 Apr 06 11:00","33.5276768155175","33.625","30.5947878367717","1100","27.25","-146.809679382324"
"Year 1 Apr 06 12:00","35.1331240493097","34.675","30.7559319738098","1098.25","55.5","-124.225801640217"
"Year 1 Apr 06 13:00","37.5627492552093","35.35","31.0293712663147","1086.5","68.5","-93.2374975906035"
"Year 1 Apr 06 14:00","44.1028352836004","35.875","31.3931642207814","1006.5","98.25","-56.3368368939352"
"Year 1 Apr 06 15:00","49.0755069183703","36.15","31.9296390940847","852","147.75","-7.22444469213073"
"Year 1 Apr 06 16:00","51.3854384164795","35.9","32.7170917957447","746.5","134.5","58.3091156669756"
"Year 1 Apr 06 17:00","46.483477454985","34.9","33.6657184412917","193.5","223.5","140.871087507788"
"Year 1 Apr 06 18:00","45.0513506211984","33.175","34.5424208639852","179.75","119.75","215.963123265372"
"Year 1 Apr 06 19:00","39.2149963664551","30.975","35.2021650594979","40","23.5","267.081651806955"
"Year 1 Apr 06 20:00","33.8244016972361","28.9","35.5867089409305","0","0","288.677948542458"
"Year 1 Apr 06 21:00","31.6532126900011","27.425","35.6176557748229","0","0","273.192082917089"
"Year 1 Apr 06 22:00","30.0254517941983","26.725","35.3701075583886","0","0","231.641218472778"
"Year 1 Apr 06 23:00","29.4053212691898","26.6","34.9717296388031","0","0","178.773147731071"
"Year 1 Apr 07 00:00","28.9199715820239","26.525","34.5147640273629","0","0","124.766774329671"
"Year 1 Apr 07 01:00","28.4663437008872","25.9","34.0540865500841","0","0","77.1537366207505"
"Year 1 Apr 07 02:00","27.4632057135912","24.575","33.6141177750817","0","0","36.82767437839"
"Year 1 Apr 07 03:00","26.1230027341377","22.7","33.1898828485174","0","0","2.98712303511821"
"Year 1 Apr 07 04:00","24.7428146020122","21","32.758340217741","0","0","-27.5548598843237"
"Year 1 Apr 07 05:00","25.0109735507628","22.85","32.3069780533637","0","0","-58.1742505951838"
"Year 1 Apr 07 06:00","25.2341523613773","23.75","31.8595484455696","0","0","-88.3863976188804"
"Year 1 Apr 07 07:00","25.8502708909144","24.85","31.4625087951498","82.5","13.5","-113.92469553262"
"Year 1 Apr 07 08:00","27.6851929242526","26.4","31.135673323986","370.75","68.25","-133.566215105244"
"Year 1 Apr 07 09:00","30.4348556857321","29.125","30.9091797621877","538.75","117","-144.415235871455"
"Year 1 Apr 07 10:00","32.9125073897471","31.775","30.8297731470648","782","105.25","-144.155775149593"
"Year 1 Apr 07 11:00","34.4964271445925","34.5","30.9129466726243","1056.75","42.75","-129.784354283749"
"Year 1 Apr 07 12:00","36.6048820102363","35.95","31.1348677300268","934.5","123","-105.581177367372"
"Year 1 Apr 07 13:00","38.7423605513974","36.8","31.4557185036447","796.5","210","-72.5772206174731"
"Year 1 Apr 07 14:00","43.3785490894381","36.7","31.8629905092879","413","407.5","-34.2209731604106"
"Year 1 Apr 07 15:00","47.8964064392854","36.675","32.3966115462498","742.5","194","13.7353869949582"
"Year 1 Apr 07 16:00","51.616234216662","36.1","33.1180682830698","838","118.5","72.1887101764561"
"Year 1 Apr 07 17:00","53.0968757128488","35.525","33.9908145122383","728.5","101","148.134178333587"
"Year 1 Apr 07 18:00","48.9131227085758","34.125","34.9468986776852","395.25","92.25","230.076764060336"
"Year 1 Apr 07 19:00","40.0693012381926","32.8","35.8087240460532","42","24","300.585038677152"
"Year 1 Apr 07 20:00","35.0642177217522","31.075","36.3396582444261","0","0","332.047194709113"
"Year 1 Apr 07 21:00","33.1534877018398","30","36.423958766006","0","0","316.540648927196"
"Year 1 Apr 07 22:00","31.6776998754095","28.825","36.1995930772077","0","0","270.865030229278"
"Year 1 Apr 07 23:00","30.6786834005199","27.975","35.8145091409091","0","0","216.30506477299"
"Year 1 Apr 08 00:00","29.3047555766567","26.525","35.3641890554847","0","0","161.151482746868"
"Year 1 Apr 08 01:00","28.1648202278463","25.35","34.8845253345135","0","0","110.858542910602"
"Year 1 Apr 08 02:00","27.0792023186309","23.975","34.3907306772892","0","0","63.544643519552"
"Year 1 Apr 08 03:00","26.2712527972421","23.45","33.8906337285994","0","0","20.0000159430297"
"Year 1 Apr 08 04:00","25.6547478068742","23.1","33.3950491984532","0","0","-20.4636828418379"
"Year 1 Apr 08 05:00","25.2062066863686","22.85","32.9088343757106","0","0","-55.6885365878582"
"Year 1 Apr 08 06:00","24.975327427502","23.175","32.4390656965013","0","0","-85.3863084789711"
"Year 1 Apr 08 07:00","25.7020596918213","24.275","32.0077867711298","139.75","9.75","-112.937953142908"
"Year 1 Apr 08 08:00","27.6116079255417","26.4","31.6371879501775","565.5","53.25","-136.091617906206"
"Year 1 Apr 08 09:00","29.9500180323749","28.725","31.3722240287697","682.25","86.75","-150.728256544543"
"Year 1 Apr 08 10:00","32.085170121473","31.1","31.2481317064961","1000.5","57","-152.487379192964"
"Year 1 Apr 08 11:00","33.7753492310413","32.975","31.2751579853283","993.5","90","-141.398885924637"
"Year 1 Apr 08 12:00","35.8831134135692","34.675","31.4301444307957","695.75","230.75","-119.608404870547"
"Year 1 Apr 08 13:00","38.3799174400306","35.625","31.692755983003","698","247.25","-90.7434334662325"
"Year 1 Apr 08 14:00","44.2586473963375","36.4","32.0562318115781","941.25","126.5","-54.1890560383675"
"Year 1 Apr 08 15:00","48.2543933161874","36.45","32.5844383276207","681.75","222","-6.13587781923208"
"Year 1 Apr 08 16:00","51.5378437409653","36.325","33.3273962701096","770.5","135.75","56.1306630181942"
"Year 1 Apr 08 17:00","47.9730703586207","35.475","34.2254664328269","392","180.25","133.863847252316"
"Year 1 Apr 08 18:00","43.2118509016145","34.375","35.0987342835247","149","120","208.922739316627"
"Year 1 Apr 08 19:00","37.8907520076801","32.525","35.7365751992586","29.5","22.5","256.719082738381"
"Year 1 Apr 08 20:00","33.8200829089975","30.5","36.043044208227","0","0","270.112347234227"
