1,"Building 1.eso"

"Date/Time","[1] Surface Outside Face Temperature  (C)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)","[1] Surface Inside Face Temperature  (C)","[1] Site Outdoor Air Drybulb Temperature  (C)"
,"BLOCK1:ZONE1_WALL_3_0_0","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0","Environment"
"Year 1 Jun 12 05:00","32.4004874826219","0","0","-93.7866153223142","38.3320576122924","31.275"
"Year 1 Jun 12 06:00","32.2516446148496","0","7.75","-111.708471048046","38.0175255276683","31.05"
"Year 1 Jun 12 07:00","33.0681867699132","50.75","55.25","-126.698740153695","37.7274298262366","31.825"
"Year 1 Jun 12 08:00","34.9484194649365","265.5","142.25","-138.505228941586","37.4819923986402","33"
"Year 1 Jun 12 09:00","36.7125065419701","500.5","186.5","-142.237041363908","37.3193777401298","34.125"
"Year 1 Jun 12 10:00","38.0791657369939","672","188.25","-135.53896095026","37.2675429899683","35.225"
"Year 1 Jun 12 11:00","39.140853470638","779","173","-120.105964813708","37.32121352016","36.4"
"Year 1 Jun 12 12:00","39.8958448844319","841.75","153.5","-99.065054182578","37.4553492181866","37.525"
"Year 1 Jun 12 13:00","41.5942285455514","849.25","156.5","-75.6612843237404","37.6420137156701","38.925"
"Year 1 Jun 12 14:00","47.7886023266998","837.75","152.25","-51.0962673581988","37.8793125009759","40.5"
"Year 1 Jun 12 15:00","54.7786947676256","786","156.25","-16.2276447974685","38.2592952877801","42.025"
"Year 1 Jun 12 16:00","58.7546080476304","674.75","166","40.6678919251575","38.9112373513608","42.025"
"Year 1 Jun 12 17:00","58.237309952409","486.25","162.5","122.444187073986","39.8232544341858","41.45"
"Year 1 Jun 12 18:00","52.3111574796619","208.75","129.25","212.981077642505","40.8182936992271","40.925"
"Year 1 Jun 12 19:00","43.8115863565863","9.75","46.25","281.717607824849","41.649898890845","38.925"
"Year 1 Jun 12 20:00","39.588614046813","0","0","306.442775977249","42.0771206386023","36.5"
"Year 1 Jun 12 21:00","37.2824666192658","0","0","285.14083366193","42.0767603437285","34.025"
"Year 1 Jun 12 22:00","35.7213766080132","0","0","237.54050266924","41.7801834728574","32.575"
"Year 1 Jun 12 23:00","34.7340742528098","0","0","178.52559563831","41.3315750346679","31.4"
"Year 1 Jun 13 00:00","34.0745485176863","0","0","120.369661650551","40.8203567736821","30.275"
"Year 1 Jun 13 01:00","33.5274068314937","0","0","67.2478679879514","40.3021111605758","29.925"
"Year 1 Jun 13 02:00","32.9502676886244","0","0","20.0905049933891","39.8098794837408","29.825"
"Year 1 Jun 13 03:00","32.4902225069959","0","0","-19.5972394045272","39.3460316530807","29.725"
"Year 1 Jun 13 04:00","32.1237648943488","0","0","-52.7655058224873","38.9091102416898","29.625"
"Year 1 Jun 13 05:00","31.8012796659468","0","0","-79.54376166355","38.4958089051939","29.525"
"Year 1 Jun 13 06:00","31.527511554027","0","5","-103.195034975517","38.1139750485066","29.425"
"Year 1 Jun 13 07:00","31.9317458576365","1.5","43.5","-123.309260605052","37.7624521851507","29.7"
"Year 1 Jun 13 08:00","33.3380156167084","18.75","140.25","-139.393214022323","37.4493325920188","30.1"
"Year 1 Jun 13 09:00","35.1389254246797","55.25","250","-148.133920765724","37.2041746339322","30.5"
"Year 1 Jun 13 10:00","36.5552979170289","54.5","363.25","-146.966066001464","37.059756927444","31.2"
"Year 1 Jun 13 11:00","37.4072725293621","78.5","429.5","-136.277921650941","37.0258899249777","32.075"
"Year 1 Jun 13 12:00","37.6944446108495","159","458.25","-119.145437237972","37.0773461304353","32.9"
"Year 1 Jun 13 13:00","38.5408540037925","367.75","459.75","-99.6062057268589","37.1752612467205","33.55"
"Year 1 Jun 13 14:00","42.4767570596496","584","326.25","-79.5239503720015","37.299927836288","34.225"
"Year 1 Jun 13 15:00","47.4385975919554","686.5","221.5","-54.1790749143513","37.504802835989","34.925"
"Year 1 Jun 13 16:00","51.5502791369142","676.75","158.75","-15.9258958597834","37.8925189559778","35.55"
"Year 1 Jun 13 17:00","52.7941300060832","497.25","160","41.0971006556661","38.489296661531","36.15"
"Year 1 Jun 13 18:00","49.2157361289642","236.75","127.25","108.564462587155","39.2197222983592","36.825"
"Year 1 Jun 13 19:00","42.1349297691681","28.5","49.5","166.165611975323","39.9068240253729","35.875"
"Year 1 Jun 13 20:00","38.0522849567642","0","0","196.211443744719","40.3115860709968","34.3"
"Year 1 Jun 13 21:00","36.0065901244435","0","0","189.329251403331","40.3627071976684","32.775"
"Year 1 Jun 13 22:00","34.879113184138","0","0","157.272121214294","40.1490510541648","32.25"
"Year 1 Jun 13 23:00","34.1308486207432","0","0","113.135396206539","39.798120256317","32.05"
"Year 1 Jun 14 00:00","33.5672055150949","0","0","68.4283491306611","39.3926629075065","31.85"
"Year 1 Jun 14 01:00","32.946788453386","0","0","27.5756414086578","38.9791215107626","31.35"
"Year 1 Jun 14 02:00","32.302177582743","0","0","-7.69442292689655","38.5742248936466","30.75"
"Year 1 Jun 14 03:00","31.6644211512091","0","0","-38.1902943820383","38.180871692067","30.15"
"Year 1 Jun 14 04:00","30.7392613943233","0","0","-64.3483502651294","37.7945649751655","28.875"
"Year 1 Jun 14 05:00","29.5981474274468","0","0","-86.8052659112941","37.4042578161214","27.3"
"Year 1 Jun 14 06:00","28.6953560872166","0","7","-109.398155746459","37.004241074113","25.775"
"Year 1 Jun 14 07:00","28.9221029102061","14.75","53.25","-132.233625327873","36.5882772105785","25.925"
"Year 1 Jun 14 08:00","30.3576076059066","49.75","156.75","-155.121948730072","36.1859293247267","26.7"
"Year 1 Jun 14 09:00","32.0073735652627","29.25","266","-171.102769683681","35.8457738203358","27.425"
"Year 1 Jun 14 10:00","33.8393202620182","55.75","364.25","-176.555636980599","35.6120368771653","29.1"
"Year 1 Jun 14 11:00","35.6143064414568","80.75","430.5","-172.008213656286","35.5055196422163","31.1"
"Year 1 Jun 14 12:00","36.8621346186517","113.25","452.5","-157.277690126489","35.5213196473066","33.1"
"Year 1 Jun 14 13:00","38.3226413005021","113.75","466","-135.290671883121","35.63838331657","34.575"
"Year 1 Jun 14 14:00","40.7143142703162","100.25","456.5","-108.054328999442","35.8299752877226","35.8"
"Year 1 Jun 14 15:00","43.2773263478834","87.25","429.75","-76.1490842589142","36.1031244815233","37.075"
"Year 1 Jun 14 16:00","45.5186311302965","151","342","-38.3969602558046","36.4745964496006","37.1"
"Year 1 Jun 14 17:00","45.000671724842","112.25","273.25","5.62176345165364","36.9482326245095","36.7"
"Year 1 Jun 14 18:00","42.7549001861941","79","147","51.155950072905","37.4533575641995","36.3"
"Year 1 Jun 14 19:00","38.7731772120868","3","48","87.2689280220658","37.8735216973695","35.675"
"Year 1 Jun 14 20:00","36.6911902633483","0","0","103.237386765677","38.1064710918831","34.975"
"Year 1 Jun 14 21:00","35.7022010806219","0","0","98.872365557727","38.1296620316385","34.275"
"Year 1 Jun 14 22:00","34.9498136821378","0","0","81.5542319644217","38.0060970538843","33.575"
"Year 1 Jun 14 23:00","34.287633633779","0","0","58.9047021266779","37.8036921427273","32.875"
"Year 1 Jun 15 00:00","33.7009503188501","0","0","35.0565274535245","37.5643061473017","32.175"
"Year 1 Jun 15 01:00","33.1072253600693","0","0","12.1073224894244","37.3075196056607","31.625"
"Year 1 Jun 15 02:00","32.5631204064699","0","0","-9.493160607831","37.043444851371","31.2"
"Year 1 Jun 15 03:00","32.0065631351999","0","0","-29.4138908455987","36.7748148136703","30.725"
"Year 1 Jun 15 04:00","31.6936242999552","0","0","-47.4979539837176","36.5023383338297","30.525"
"Year 1 Jun 15 05:00","31.5695249812379","0","0","-63.8888703375764","36.2300181338264","30.5"
"Year 1 Jun 15 06:00","31.5269339760685","0","4.75","-79.3531288899119","35.9737670101133","30.425"
"Year 1 Jun 15 07:00","31.9875460602973","1.5","42.75","-91.9532215096696","35.7374609098652","30.625"
"Year 1 Jun 15 08:00","33.4115951703964","18.75","140.25","-101.388927279568","35.5339945114143","31"
"Year 1 Jun 15 09:00","35.2148108089794","76","249.25","-104.815166164434","35.3910958650689","31.325"
"Year 1 Jun 15 10:00","37.2179325552812","164.25","353","-99.6607446979359","35.3404338756859","32"
"Year 1 Jun 15 11:00","38.6165209977541","284.5","396.75","-85.4858262965096","35.4016466340239","32.8"
"Year 1 Jun 15 12:00","39.6262536891684","355.75","418.25","-63.5448861059492","35.5650499853989","33.6"
"Year 1 Jun 15 13:00","40.6783734917806","287.25","472.25","-37.4686702960659","35.8005007284263","33.725"
"Year 1 Jun 15 14:00","43.5923029369818","155.25","547.25","-9.95626563824147","36.0807261518123","33.7"
"Year 1 Jun 15 15:00","45.0003109574108","154.75","450.25","22.8055847780135","36.4230283044565","33.625"
"Year 1 Jun 15 16:00","44.7207680593795","138","334.5","61.4011689628269","36.8377672703131","33.525"
"Year 1 Jun 15 17:00","42.1538883050873","61.25","241.25","99.5240223184433","37.2717351407548","33.5"
"Year 1 Jun 15 18:00","38.9295402934997","21.75","124.25","126.954762892529","37.6293308674309","33.425"
"Year 1 Jun 15 19:00","36.1020532746103","0","45","136.193884862728","37.8209239067411","32.575"
"Year 1 Jun 15 20:00","34.0535962439025","0","0","127.641869156258","37.8072789508978","31.55"
"Year 1 Jun 15 21:00","32.7819237653846","0","0","104.01908059034","37.6238116233775","30.475"
"Year 1 Jun 15 22:00","32.0407244705443","0","0","71.9231424731698","37.3287197929015","30.05"
"Year 1 Jun 15 23:00","31.5851960826568","0","0","36.7902315354453","36.980331487661","29.85"
"Year 1 Jun 16 00:00","31.2141302175466","0","0","3.9477920962673","36.6175046837177","29.65"
"Year 1 Jun 16 01:00","30.6286012374107","0","0","-24.6236400811986","36.2624973189419","28.925"
"Year 1 Jun 16 02:00","29.9516010541996","0","0","-48.4578525903367","35.9177667319388","28.1"
"Year 1 Jun 16 03:00","29.2492703170607","0","0","-68.941043471467","35.5761313407078","27.225"
"Year 1 Jun 16 04:00","28.5262047629178","0","0","-88.3755031283804","35.2347326072461","26.325"
"Year 1 Jun 16 05:00","27.8325386322867","0","0","-107.091284523781","34.8905295165369","25.5"
"Year 1 Jun 16 06:00","24.6061037216657","0","1.75","-125.258272768933","34.5369257178971","24.625"
"Year 1 Jun 16 07:00","25.430082424879","0","15.25","-146.842149427313","34.1358415659402","24.85"
"Year 1 Jun 16 08:00","27.2760917698736","0","51.75","-172.760345602393","33.6975092276563","25.45"
"Year 1 Jun 16 09:00","28.6746360859527","2","120.75","-191.22355181729","33.321728218737","26.05"
"Year 1 Jun 16 10:00","31.1860250968957","15.5","257","-198.1589469309","33.0584116738184","27.175"
"Year 1 Jun 16 11:00","33.6666027342126","52.5","386.25","-193.056790976337","32.9316774016163","28.475"
"Year 1 Jun 16 12:00","35.6204945833265","121","462.25","-174.675772915487","32.9561985559586","29.775"
"Year 1 Jun 16 13:00","37.0835556880518","220.25","462.75","-145.717938055014","33.1194786010753","31.075"
"Year 1 Jun 16 14:00","41.1050356621875","301.75","427.75","-110.540402971678","33.3845833356846","32.375"
"Year 1 Jun 16 15:00","45.4637508610021","324.25","387.25","-68.8319058558413","33.7631958478685","33.675"
"Year 1 Jun 16 16:00","47.5716161997337","282.75","320.5","-16.3905624024253","34.3129654681916","34.15"
"Year 1 Jun 16 17:00","46.5381490264349","174.75","258.75","44.4334372547499","35.0171349434314","34.425"
"Year 1 Jun 16 18:00","43.4187825871709","98.5","142.5","107.397526110476","35.7324081662112","34.65"
"Year 1 Jun 16 19:00","38.9852665094661","18.75","50.25","154.109579170985","36.3206283234814","33.875"
"Year 1 Jun 16 20:00","35.6487919509275","0","0","176.063390936382","36.6553280134086","32.775"
"Year 1 Jun 16 21:00","34.1161027575234","0","0","170.282395413242","36.7211349469404","31.675"
"Year 1 Jun 16 22:00","33.1959685194295","0","0","146.195873201698","36.5820125338828","31.25"
"Year 1 Jun 16 23:00","32.5519032857152","0","0","113.092559937597","36.3333691845527","30.975"
"Year 1 Jun 17 00:00","32.0211263360915","0","0","79.2441754909992","36.0377022649745","30.675"
"Year 1 Jun 17 01:00","31.6756778913751","0","0","47.7758611534281","35.7297760843411","30.525"
"Year 1 Jun 17 02:00","31.4309088954605","0","0","19.4396747530808","35.4298596708699","30.5"
"Year 1 Jun 17 03:00","31.2124101188823","0","0","-4.77892639202657","35.1468860732871","30.425"
"Year 1 Jun 17 04:00","30.8733106941112","0","0","-24.7596984442904","34.8835279616909","30.025"
"Year 1 Jun 17 05:00","30.5254261862367","0","0","-40.9430209086275","34.6357923449235","29.6"
"Year 1 Jun 17 06:00","30.2479989442848","0","7.75","-54.5030806554418","34.3974589544834","29.125"
"Year 1 Jun 17 07:00","30.731673268063","43","55.5","-67.3667665809524","34.1718651014306","29.225"
"Year 1 Jun 17 08:00","32.1033052879038","212.75","149.5","-78.1001211860764","33.970561563884","29.6"
"Year 1 Jun 17 09:00","33.4317122714554","340.25","232","-83.2347811881395","33.8270979041631","29.925"
"Year 1 Jun 17 10:00","35.0463557849948","330.75","319.75","-80.7534564741148","33.7680345452207","30.75"
"Year 1 Jun 17 11:00","36.8128647276568","215.25","410.25","-71.0668629627752","33.8032342908522","31.75"
"Year 1 Jun 17 12:00","38.4874297432601","112","463","-53.974183302028","33.9353377216316","32.75"
"Year 1 Jun 17 13:00","39.6288974701507","173.75","470.5","-30.5385939665045","34.1603958413697","33.3"
"Year 1 Jun 17 14:00","42.472833308647","204.75","463.75","-3.46003300772169","34.4590016724685","33.7"
"Year 1 Jun 17 15:00","45.1966692184064","173.5","467.5","29.3354680217512","34.8315440929735","34.1"
"Year 1 Jun 17 16:00","46.6072761045737","161.5","395.75","69.7037021635922","35.304275662401","34.5"
"Year 1 Jun 17 17:00","45.8797265942568","131","290.25","115.262425073375","35.8591072523077","34.9"
"Year 1 Jun 17 18:00","43.593208115583","109","147.25","158.980355214397","36.4143902047751","35.3"
"Year 1 Jun 17 19:00","39.1856097307296","25.5","51","190.821847948266","36.8737573111406","34.5"
"Year 1 Jun 17 20:00","35.755157342993","0","0","202.594148887331","37.1260375058708","33.225"
"Year 1 Jun 17 21:00","33.9960334193508","0","0","189.966940398086","37.1347084422916","31.925"
"Year 1 Jun 17 22:00","32.9955198781424","0","0","160.322700670021","36.9483979546119","31.375"
"Year 1 Jun 17 23:00","32.3365651446259","0","0","122.136740173108","36.6542629521061","31"
"Year 1 Jun 18 00:00","31.8114792482621","0","0","83.7745264735102","36.3158178653446","30.675"
"Year 1 Jun 18 01:00","31.6699004302248","0","0","48.676348919321","35.9696235724403","30.675"
"Year 1 Jun 18 02:00","31.7249650604862","0","0","17.5223999624625","35.6411819248008","30.85"
"Year 1 Jun 18 03:00","31.8108778562841","0","0","-7.86067336627843","35.3452854470971","30.975"
"Year 1 Jun 18 04:00","31.7326343565263","0","0","-27.2257980650198","35.0881490155803","30.925"
"Year 1 Jun 18 05:00","31.5213301104807","0","0","-41.2712817855821","34.8650853044501","30.825"
"Year 1 Jun 18 06:00","31.3861417241196","0","8","-52.7648973019587","34.6692096757911","30.725"
"Year 1 Jun 18 07:00","31.835574951318","53.5","55.25","-62.2694234821116","34.4914070872244","30.625"
"Year 1 Jun 18 08:00","33.0204488813459","273.25","139.5","-69.1550518626688","34.3369048982089","30.525"
"Year 1 Jun 18 09:00","34.1644645077595","406","218.75","-71.2281467858398","34.2318150856325","30.425"
"Year 1 Jun 18 10:00","37.2159427789813","287.25","338.25","-67.5682360966969","34.2000352200547","33.25"
"Year 1 Jun 18 11:00","38.9245914678738","346","381.25","-58.2267681036923","34.2856285979508","34.2"
"Year 1 Jun 18 12:00","39.296285831624","378","404.5","-35.1838595065406","34.4907010124442","34.2"
"Year 1 Jun 18 13:00","40.224516725231","381.5","417.25","-7.98491754620992","34.7741939237341","34.575"
"Year 1 Jun 18 14:00","43.9436706676844","366.25","410","18.5037157457337","35.090990994751","35.075"
"Year 1 Jun 18 15:00","47.5404339881626","336.5","378.75","50.1835394551955","35.471281283945","35.575"
"Year 1 Jun 18 16:00","49.6875743601166","286.25","320","92.5357811130204","35.9817542326896","36.075"
"Year 1 Jun 18 17:00","48.8428809635456","176.75","259.75","144.770262778592","36.6122355333781","36.575"
"Year 1 Jun 18 18:00","46.0497942067637","102","143.5","196.547561925329","37.2697373848355","37.075"
"Year 1 Jun 18 19:00","41.546050746934","24.75","51.25","234.799739395111","37.8204087414431","36.075"
"Year 1 Jun 18 20:00","37.7000330617642","0","0","250.2991655361","38.1407686024881","34.5"
"Year 1 Jun 18 21:00","35.7640694005849","0","0","238.463041116725","38.1956443508589","32.975"
"Year 1 Jun 18 22:00","34.3940430760264","0","0","206.947804740034","38.0348937534727","32"
"Year 1 Jun 18 23:00","33.3304722238591","0","0","165.982571445581","37.7444855808704","31.2"
"Year 1 Jun 19 00:00","32.3308254208785","0","0","122.957635965606","37.3889923304441","30.4"
"Year 1 Jun 19 01:00","31.6549114175237","0","0","81.7541592007769","37.0035116155744","29.975"
"Year 1 Jun 19 02:00","31.1864771888574","0","0","43.0489348471758","36.6107559873705","29.6"
"Year 1 Jun 19 03:00","30.85635684908","0","0","8.67569559118194","36.2268993791508","29.275"
"Year 1 Jun 19 04:00","30.4568541014518","0","0","-20.7357575316234","35.8618335416153","28.9"
"Year 1 Jun 19 05:00","29.9661206086803","0","0","-45.1518354923099","35.5180528066357","28.5"
"Year 1 Jun 19 06:00","29.4803997608153","0","8","-65.3382539738573","35.1887022297421","28.1"
"Year 1 Jun 19 07:00","30.110772391364","51.75","55.25","-84.2164706943757","34.8749016628284","28.525"
"Year 1 Jun 19 08:00","31.7138489750351","258","142","-100.783556856427","34.5947470669541","29.15"
"Year 1 Jun 19 09:00","33.3490861965073","447","197.5","-109.844206402406","34.3879116515823","29.825"
"Year 1 Jun 19 10:00","34.9588870229729","543","232.75","-109.199304021488","34.2866982166734","30.975"
"Year 1 Jun 19 11:00","36.8312583134708","471.5","326","-99.7512489547171","34.2976194262539","32.35"
"Year 1 Jun 19 12:00","38.6259219093028","368.75","412.5","-81.948339926996","34.4158392622196","33.675"
"Year 1 Jun 19 13:00","39.9835258319438","377.75","419.25","-57.156629644728","34.6342768751256","34.975"
"Year 1 Jun 19 14:00","43.5368419582866","363.5","411.75","-27.9530553070893","34.9351719624082","36.2"
"Year 1 Jun 19 15:00","46.9363736999556","371.25","366.75","6.65533506521022","35.3371198592552","37.475"
"Year 1 Jun 19 16:00","49.8949253584518","457","261.75","50.052407375309","35.879371299032","37.65"
