1,"eplusout.eso"

"Date/Time","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Outdoor Air Drybulb Temperature  (C)","[1] Surface Inside Face Temperature  (C)","[1] Surface Outside Face Temperature  (C)"
,"Environment","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0"
"Year 1 Apr 25 18:00","108.5","214.5","39.9","34.0624640489071","39.902119236012"
"Year 1 Apr 25 19:00","26.25","0","38.575","34.3932026770494","37.4103861440158"
"Year 1 Apr 25 20:00","0","0","36.75","34.6240216135899","35.7607455682879"
"Year 1 Apr 25 21:00","0","0","34.875","34.7218975271855","34.4918626676204"
"Year 1 Apr 25 22:00","0","0","33.425","34.7010901010594","33.4726734508785"
"Year 1 Apr 25 23:00","0","0","32.2","34.5957699984915","32.5991990244331"
"Year 1 Apr 26 00:00","0","0","30.925","34.4312498032349","31.7194287094191"
"Year 1 Apr 26 01:00","0","0","30.075","34.2249921839797","30.9776566207914"
"Year 1 Apr 26 02:00","0","0","29.45","33.9924889637227","30.3567135824662"
"Year 1 Apr 26 03:00","0","0","28.775","33.7437516417978","29.7439096347313"
"Year 1 Apr 26 04:00","0","0","27.625","33.4837378568008","28.9570119246392"
"Year 1 Apr 26 05:00","0","0","26.4","33.2106457388202","28.0919031263862"
"Year 1 Apr 26 06:00","0","0","25.125","32.9204201472937","27.1613085692392"
"Year 1 Apr 26 07:00","40.25","50","25.025","32.6089161840588","27.5680676462172"
"Year 1 Apr 26 08:00","126.25","271.25","25.4","32.2985954196341","29.6259234697511"
"Year 1 Apr 26 09:00","166.75","535.75","25.725","32.0629268970095","30.7553776572607"
"Year 1 Apr 26 10:00","164.75","719.75","27.675","31.9358464306898","32.297895372014"
"Year 1 Apr 26 11:00","169","809.75","30.25","31.9222967512648","34.0294312068389"
"Year 1 Apr 26 12:00","211.25","808.5","32.775","32.0156384875035","35.8292423100053"
"Year 1 Apr 26 13:00","182","852.75","34.675","32.2126298839187","36.8683236254454"
"Year 1 Apr 26 14:00","174.5","843.75","36.3","32.4901162981603","37.945610959603"
"Year 1 Apr 26 15:00","178.5","788.75","37.975","32.8175918552411","39.0499745227495"
"Year 1 Apr 26 16:00","174","686.5","38.925","33.1789303368228","39.6376781610044"
"Year 1 Apr 26 17:00","157","500","39.55","33.5591801919319","39.8017158931857"
"Year 1 Apr 26 18:00","108.75","215.25","40.225","33.9324458625689","39.7359079691637"
"Year 1 Apr 26 19:00","27","0","38.9","34.270886382399","37.4268423517395"
"Year 1 Apr 26 20:00","0","0","36.9","34.5186134430298","35.8439671100427"
"Year 1 Apr 26 21:00","0","0","34.9","34.6385405127154","34.597185177926"
"Year 1 Apr 26 22:00","0","0","33.8","34.6418350994344","33.6644886414048"
"Year 1 Apr 26 23:00","0","0","33","34.5633361383386","32.8943490603329"
"Year 1 Apr 27 00:00","0","0","32.2","34.4283941370471","32.1480988671064"
"Year 1 Apr 27 01:00","0","0","30.95","34.2540979291074","31.3047576281943"
"Year 1 Apr 27 02:00","0","0","29.55","34.0469571631345","30.385541255382"
"Year 1 Apr 27 03:00","0","0","28.15","33.8109795994544","29.4438191448031"
"Year 1 Apr 27 04:00","0","0","27.125","33.5468956798342","28.6259649805225"
"Year 1 Apr 27 05:00","0","0","26.3","33.2585039312752","27.9148743222844"
"Year 1 Apr 27 06:00","0","0","25.425","32.9510609089745","27.2060534308293"
"Year 1 Apr 27 07:00","41.25","50.5","25.2","32.6295434448512","27.5679464193743"
"Year 1 Apr 27 08:00","127.25","273","25.95","32.3189125656471","29.6413975024205"
"Year 1 Apr 27 09:00","167.75","536","26.95","32.088152882067","30.9145014367639"
"Year 1 Apr 27 10:00","166.25","717","28.775","31.9705768335784","32.4459476697812"
"Year 1 Apr 27 11:00","146.75","831.25","30.8","31.9664984430234","33.8827895812745"
"Year 1 Apr 27 12:00","139","882","32.875","32.062929302614","35.1989673191091"
"Year 1 Apr 27 13:00","187.25","844","34.675","32.2449403508145","36.7148685715868"
"Year 1 Apr 27 14:00","175","841.5","36.45","32.5008784787589","38.0486832793007"
"Year 1 Apr 27 15:00","164","802.5","38.175","32.8198586147041","39.2272004974694"
"Year 1 Apr 27 16:00","167.5","691.25","39.05","33.1850208881102","39.7992648683809"
"Year 1 Apr 27 17:00","160.25","490","39.65","33.5751682585892","39.9966268285864"
"Year 1 Apr 27 18:00","109.75","210","40.25","33.9620119970287","39.9119940771235"
"Year 1 Apr 27 19:00","27.75","0","39.05","34.3120502987798","37.6259313786975"
"Year 1 Apr 27 20:00","0","0","37.25","34.5713726814098","36.1008256957113"
"Year 1 Apr 27 21:00","0","0","35.45","34.7033255311088","34.9451861731491"
"Year 1 Apr 27 22:00","0","0","34.25","34.7208112417721","34.0474570768355"
"Year 1 Apr 27 23:00","0","0","33.25","34.6571837082765","33.218337897668"
"Year 1 Apr 28 00:00","0","0","32.25","34.5361168348437","32.4304603154896"
"Year 1 Apr 28 01:00","0","0","31.475","34.3726205408323","31.7746429582537"
"Year 1 Apr 28 02:00","0","0","30.85","34.1819574970551","31.214806957509"
"Year 1 Apr 28 03:00","0","0","30.175","33.9731482814282","30.6566999751398"
"Year 1 Apr 28 04:00","0","0","29.4","33.753440121861","30.0666672791561"
"Year 1 Apr 28 05:00","0","0","28.6","33.5241133597307","29.4640639380353"
"Year 1 Apr 28 06:00","0","0","27.8","33.2848004939881","28.8600273470771"
"Year 1 Apr 28 07:00","41.5","50.75","27.75","33.0358536779689","29.436331939431"
"Year 1 Apr 28 08:00","128.25","273.25","27.95","32.7972801202901","31.5056426513675"
"Year 1 Apr 28 09:00","169.25","533.25","28.15","32.6350817940353","32.5611906060585"
"Year 1 Apr 28 10:00","170","710.5","29.925","32.5761038488719","33.9469884094479"
"Year 1 Apr 28 11:00","154","819","32.15","32.6181894621746","35.4116546991393"
"Year 1 Apr 28 12:00","132.5","884","34.425","32.7508264719392","36.6894264458566"
"Year 1 Apr 28 13:00","144","884.25","36.275","32.9655943716005","37.9260736515157"
"Year 1 Apr 28 14:00","178.25","835.5","37.9","33.2418473273251","39.3643084336435"
"Year 1 Apr 28 15:00","165.5","798.5","39.575","33.5713211965012","40.4677662793294"
"Year 1 Apr 28 16:00","165.75","691.5","40.375","33.9474310643635","40.9887371350873"
"Year 1 Apr 28 17:00","149.25","498.25","40.8","34.3463098444552","41.0938418317593"
"Year 1 Apr 28 18:00","112.75","185.25","41.275","34.7289205481422","40.9519147268786"
"Year 1 Apr 28 19:00","27.75","0","40.05","35.0760037669434","38.5243904837395"
"Year 1 Apr 28 20:00","0","0","38.25","35.3289488259049","36.9750703292787"
"Year 1 Apr 28 21:00","0","0","36.45","35.4523087647641","35.8352745634908"
"Year 1 Apr 28 22:00","0","0","35.1","35.4617581770266","34.9317242193834"
"Year 1 Apr 28 23:00","0","0","33.9","35.3909900526215","34.0511141119958"
"Year 1 Apr 29 00:00","0","0","32.7","35.2635458990401","33.2219782736929"
"Year 1 Apr 29 01:00","0","0","32.025","35.0936334421221","32.5815745710774"
"Year 1 Apr 29 02:00","0","0","31.6","34.8984293563566","32.0591688359618"
"Year 1 Apr 29 03:00","0","0","31.125","34.6876253808","31.5651217402706"
"Year 1 Apr 29 04:00","0","0","30.325","34.4690927293042","30.9789809436998"
"Year 1 Apr 29 05:00","0","0","29.5","34.2436697990756","30.3761291660395"
"Year 1 Apr 29 06:00","0","0","28.625","34.009840373764","29.7622004376536"
"Year 1 Apr 29 07:00","42.5","50.75","28.625","33.7668837212761","30.4175867637714"
"Year 1 Apr 29 08:00","129.5","272.75","29","33.5360346199595","32.5985614299232"
"Year 1 Apr 29 09:00","171.5","530.5","29.325","33.3840698114079","33.6298396673001"
"Year 1 Apr 29 10:00","173.75","704.25","31.125","33.3392421458179","35.1254370358585"
"Year 1 Apr 29 11:00","161.5","806.75","33.35","33.3967929741454","36.7562446225396"
"Year 1 Apr 29 12:00","146","863.5","35.625","33.5499707945832","38.1996546537258"
"Year 1 Apr 29 13:00","146.5","874.5","36.95","33.7910491705844","39.2458748905344"
"Year 1 Apr 29 14:00","150","854.5","37.875","34.0914667093977","40.1906872307143"
"Year 1 Apr 29 15:00","182.5","768.75","38.85","34.4315965382944","41.1433712168477"
"Year 1 Apr 29 16:00","174.5","672.5","39.85","34.8001792571612","41.6073857238989"
"Year 1 Apr 29 17:00","150.25","498.75","40.775","35.1728094378527","41.7696068664855"
"Year 1 Apr 29 18:00","111.25","202.5","41.75","35.5333823221668","41.7327574307862"
"Year 1 Apr 29 19:00","27.75","0","39.525","35.8627811666967","39.0066057734841"
"Year 1 Apr 29 20:00","0","0","36.3","36.0904716507797","36.6726918415258"
"Year 1 Apr 29 21:00","0","0","33.025","36.1669029305052","34.4182984805885"
"Year 1 Apr 29 22:00","0","0","31.525","36.0864662216566","32.9664845075316"
"Year 1 Apr 29 23:00","0","0","30.55","35.8889227237035","31.9732185750219"
"Year 1 Apr 30 00:00","0","0","29.625","35.6151515173851","31.0709403730686"
"Year 1 Apr 30 01:00","0","0","29.175","35.3007625277595","30.563828822371"
"Year 1 Apr 30 02:00","0","0","28.8","34.9740999206863","30.2438369586019"
"Year 1 Apr 30 03:00","0","0","28.475","34.6519939405869","30.1422727843437"
"Year 1 Apr 30 04:00","0","0","28.25","34.3487599056939","29.8733728828216"
"Year 1 Apr 30 05:00","0","0","28.05","34.0683484139295","29.5153908211441"
"Year 1 Apr 30 06:00","0","0","27.85","33.8056186357143","29.1173956101564"
"Year 1 Apr 30 07:00","41.75","46.25","28.25","33.5583963279871","29.849441632998"
"Year 1 Apr 30 08:00","137.75","224.5","28.85","33.3392137886992","32.0312630220077"
"Year 1 Apr 30 09:00","219.25","396.5","29.45","33.2007858354729","33.2434996481782"
"Year 1 Apr 30 10:00","240.75","592.75","31.025","33.1709443756107","34.8604807530837"
"Year 1 Apr 30 11:00","236","722","33","33.2442628440276","36.4170775174789"
"Year 1 Apr 30 12:00","218.75","797","34.925","33.4118853857887","37.6997855999094"
"Year 1 Apr 30 13:00","204.5","817.75","36.375","33.6587546949209","38.6866685517505"
"Year 1 Apr 30 14:00","213.25","780.75","37.75","33.9608725461256","39.9170507584898"
"Year 1 Apr 30 15:00","220.25","711.75","39.075","34.3010098167899","41.0279323482746"
"Year 1 Apr 30 16:00","196.5","635.75","39.55","34.675540077365","41.352710431623"
"Year 1 Apr 30 17:00","166.75","470","39.75","35.0611417725069","41.1575711600161"
"Year 1 Apr 30 18:00","111.5","204","39.95","35.4191506774645","40.727942846381"
"Year 1 Apr 30 19:00","28.5","0","38.35","35.7265479655126","38.0840151563013"
"Year 1 Apr 30 20:00","0","0","36.675","35.9262954783175","36.3767136510594"
"Year 1 Apr 30 21:00","0","0","35.1","35.990361826716","35.1747907514104"
"Year 1 Apr 30 22:00","0","0","33.5","35.9366904334003","34.0597668634499"
"Year 1 Apr 30 23:00","0","0","31.825","35.7971598523396","32.9261410880938"
"Year 1 May 01 00:00","0","0","30.275","35.5929986081916","31.8201107169559"
"Year 1 May 01 01:00","0","0","28.925","35.3403043302819","30.569736767337"
"Year 1 May 01 02:00","0","0","27.775","35.0465883815424","29.5639292470155"
"Year 1 May 01 03:00","0","0","26.825","34.7164982216224","28.7918545739048"
"Year 1 May 01 04:00","0","0","26","34.3623725912453","28.1487149095759"
"Year 1 May 01 05:00","0","0","25.2","33.9969904856331","27.5532745326823"
"Year 1 May 01 06:00","0","0","24.25","33.6254375212264","26.9408821599279"
"Year 1 May 01 07:00","43.5","54.25","24.825","33.2606674748253","27.8142041479181"
"Year 1 May 01 08:00","128.25","289.75","25.7","32.9330376918591","30.737103603893"
"Year 1 May 01 09:00","163.5","555.25","26.425","32.7119714000088","32.133249721709"
"Year 1 May 01 10:00","164","726.75","28.25","32.6336211548744","32.7184716833492"
"Year 1 May 01 11:00","144.75","835.5","30.45","32.6632796261793","33.8371314994579"
"Year 1 May 01 12:00","140.25","880.5","32.65","32.7615805792579","35.1121358865477"
"Year 1 May 01 13:00","189.5","840.5","34.775","32.9220195460815","36.6668001006005"
"Year 1 May 01 14:00","178","836.25","36.95","33.149152141071","38.1908271486228"
"Year 1 May 01 15:00","167.75","795","39.075","33.4451816768565","39.6403736741706"
"Year 1 May 01 16:00","167.75","688.5","39.525","33.7979404935977","40.454741991614"
"Year 1 May 01 17:00","148.25","507","39.5","34.1847028429514","41.2829210952826"
"Year 1 May 01 18:00","112.75","204.75","39.425","34.591535074712","40.6141753613047"
"Year 1 May 01 19:00","30","0","37.975","34.968669281189","37.8030964519659"
"Year 1 May 01 20:00","0","0","36","35.2331205682592","35.9146198242833"
"Year 1 May 01 21:00","0","0","34.075","35.3428171213565","34.429421353677"
"Year 1 May 01 22:00","0","0","32.475","35.3144175492464","33.1314022916851"
"Year 1 May 01 23:00","0","0","31.05","35.1813766194486","31.9560307368435"
"Year 1 May 02 00:00","0","0","29.575","34.9716453928412","30.7583038878819"
"Year 1 May 02 01:00","0","0","28.675","34.7062723294452","29.9391924973893"
"Year 1 May 02 02:00","0","0","28.05","34.4057125044786","29.3770721344044"
"Year 1 May 02 03:00","0","0","27.375","34.0872393489937","28.8840608975859"
"Year 1 May 02 04:00","0","0","26.975","33.7655598666557","28.4815438993997"
"Year 1 May 02 05:00","0","0","26.6","33.4489680388832","28.1709224910044"
"Year 1 May 02 06:00","0","0","26.275","33.1427263933446","27.8609205005735"
"Year 1 May 02 07:00","43.75","54.25","27.025","32.8567124670265","28.9252885598675"
"Year 1 May 02 08:00","129.25","289.5","28.2","32.6136496142151","32.1192148374912"
"Year 1 May 02 09:00","164.25","554.75","29.325","32.4845016489033","33.9149646053806"
"Year 1 May 02 10:00","172.25","718.5","30.425","32.5057796382156","34.2985668738576"
"Year 1 May 02 11:00","183.25","794.75","31.6","32.6301120969362","35.2235976917799"
"Year 1 May 02 12:00","179.75","842.25","32.725","32.8072866235366","35.9652092519284"
"Year 1 May 02 13:00","181.25","853.25","34.125","33.0192758274993","36.7868071315756"
"Year 1 May 02 14:00","173.5","842.75","35.7","33.2605740974342","37.8682576798306"
"Year 1 May 02 15:00","197","754.25","37.225","33.5307781242403","39.0082922638129"
"Year 1 May 02 16:00","234","558.75","37.375","33.8319075525969","39.7214042693055"
"Year 1 May 02 17:00","208","316.5","37","34.1570004751227","39.7721764325316"
"Year 1 May 02 18:00","119.5","85.5","36.675","34.4742172278093","38.253003367854"
"Year 1 May 02 19:00","25.5","0","35.025","34.7370689046387","35.6951732673179"
"Year 1 May 02 20:00","0","0","33","34.8734260694807","33.7863712651669"
"Year 1 May 02 21:00","0","0","30.925","34.8626744500657","32.2315699607621"
"Year 1 May 02 22:00","0","0","30.1","34.7246802356882","31.297059349072"
"Year 1 May 02 23:00","0","0","29.7","34.5089872488435","30.6891293392872"
"Year 1 May 03 00:00","0","0","29.3","34.2515770536497","30.2278239306291"
"Year 1 May 03 01:00","0","0","28.9","33.9791480726268","29.7909191297056"
"Year 1 May 03 02:00","0","0","28.5","33.7064538743424","29.3628898321853"
"Year 1 May 03 03:00","0","0","28.1","33.4378779117925","28.9481543432758"
"Year 1 May 03 04:00","0","0","27.55","33.1729458700441","28.5162445104536"
"Year 1 May 03 05:00","0","0","26.95","32.9119951611522","28.0793501413984"
"Year 1 May 03 06:00","0","0","26.35","32.6561145920311","27.6759187627685"
"Year 1 May 03 07:00","38.25","12.75","26.575","32.4035607395233","28.1991136262529"
"Year 1 May 03 08:00","140","44.25","27","32.1726637281689","29.9619501511378"
"Year 1 May 03 09:00","263.25","31.75","27.475","32.0074324550509","31.6352511415961"
"Year 1 May 03 10:00","366","59.75","28.425","31.9450944349948","33.4055970321631"
"Year 1 May 03 11:00","434.25","85.25","29.6","31.9947315965318","35.1061026015878"
"Year 1 May 03 12:00","452.75","201.25","30.725","32.1485660093873","36.0956398806288"
"Year 1 May 03 13:00","411.5","519.5","31.825","32.3823061239446","36.8087953853645"
"Year 1 May 03 14:00","229","764.5","33","32.6620236196529","36.8085092440133"
"Year 1 May 03 15:00","130.25","832","34.125","32.9530641560622","36.8609271154781"
"Year 1 May 03 16:00","138","723.75","34.625","33.2269841412348","37.3418431045166"
"Year 1 May 03 17:00","131.25","535.25","34.85","33.4738247461977","38.2282712702896"
"Year 1 May 03 18:00","107","222","35.125","33.7152294032768","37.7526058015066"
"Year 1 May 03 19:00","30.75","0","33.85","33.9444555670334","34.8764057699716"
"Year 1 May 03 20:00","0","0","32.05","34.0825064221219","32.8998183947415"
"Year 1 May 03 21:00","0","0","30.25","34.0812288473351","31.3832819696752"
"Year 1 May 03 22:00","0","0","29.425","33.9525068982873","30.4626236267892"
"Year 1 May 03 23:00","0","0","29","33.7438322763611","29.8889005066235"
"Year 1 May 04 00:00","0","0","28.525","33.4921390838097","29.3831329565174"
"Year 1 May 04 01:00","0","0","28.1","33.2237406024946","28.9559877268309"
"Year 1 May 04 02:00","0","0","27.7","32.9530936140471","28.6049614720308"
"Year 1 May 04 03:00","0","0","27.3","32.686440472578","28.3431697601338"
"Year 1 May 04 04:00","0","0","26.825","32.4270191889201","27.9731004049502"
"Year 1 May 04 05:00","0","0","26.25","32.1793397266484","27.5104655482623"
"Year 1 May 04 06:00","0","0","25.725","31.9373349810158","27.0223278195068"
"Year 1 May 04 07:00","44.75","54.5","25.9","31.6963923774436","27.8614488727575"
"Year 1 May 04 08:00","131","288.5","26.3","31.4770440474602","30.6398244836196"
"Year 1 May 04 09:00","168.5","547","26.7","31.3478447476551","31.9088861701995"
"Year 1 May 04 10:00","169","718","28.3","31.3430594911876","32.352491533783"
"Year 1 May 04 11:00","149","828.75","30.3","31.4281275126271","33.361107169285"
"Year 1 May 04 12:00","141.5","878.5","32.3","31.5670351516486","34.5474771134327"
"Year 1 May 04 13:00","187.75","842.5","34.225","31.7565458848684","36.1002398881012"
"Year 1 May 04 14:00","178.75","836.5","36.05","32.005316886937","37.5588123339896"
"Year 1 May 04 15:00","181.25","783","37.925","32.314527222182","38.9145012518126"
"Year 1 May 04 16:00","178.75","678.5","38.775","32.6779603057903","39.9814263347565"
"Year 1 May 04 17:00","161","493.75","39.2","33.0816844758749","41.2436150404998"
"Year 1 May 04 18:00","113.25","214.5","39.675","33.5134210751341","40.6877524439972"
"Year 1 May 04 19:00","31.5","0","38.6","33.9325961673411","37.5932003850047"
"Year 1 May 04 20:00","0","0","36.925","34.2417042448569","35.8144121038181"
"Year 1 May 04 21:00","0","0","35.3","34.3921508464724","34.7163275264688"
"Year 1 May 04 22:00","0","0","33.7","34.4091839985561","33.6992794841499"
"Year 1 May 04 23:00","0","0","32.025","34.3332727325268","32.6345050198923"
"Year 1 May 05 00:00","0","0","30.4","34.1894062617983","31.5357654008875"
"Year 1 May 05 01:00","0","0","29.4","33.9913374755868","30.6616268691428"
"Year 1 May 05 02:00","0","0","28.6","33.7551310707865","29.9252430814124"
"Year 1 May 05 03:00","0","0","27.8","33.4931535238433","29.2232622583362"
"Year 1 May 05 04:00","0","0","27.15","33.2147504520215","28.5998232643373"
"Year 1 May 05 05:00","0","0","26.475","32.9267141769608","27.9899971767821"
"Year 1 May 05 06:00","0","0","25.85","32.6319071639378","27.4191844685557"
"Year 1 May 05 07:00","45.75","54.25","26.075","32.3328304617297","28.2790353110971"
"Year 1 May 05 08:00","132.25","286.75","26.575","32.0586906421042","31.2495943858871"
"Year 1 May 05 09:00","170.75","542.5","27.075","31.8895685878162","32.8926748879663"
"Year 1 May 05 10:00","172.5","711.25","28.85","31.8653789531835","33.5024788384368"
"Year 1 May 05 11:00","154.5","819.25","31.05","31.9535020527144","34.6389926708966"
"Year 1 May 05 12:00","132.75","883.5","33.25","32.1111854896515","35.7956835147118"
"Year 1 May 05 13:00","132.5","894.75","34.325","32.3261661270082","36.642209180175"
"Year 1 May 05 14:00","136.75","875","34.95","32.5818488189917","37.4091298413688"
"Year 1 May 05 15:00","172.25","787.25","35.625","32.8641514063026","38.2587020268532"
